	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:32:09 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-3.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  387461  952555  1991276  2772930 1828508  913649 1562436   852702  1933893  1087638  1070292 2358717  2801873
              64       8  528618 1226821  3791156  4988978 3203069 1421755 2662899  1690338  3541098  1780008  1679761 4207076  4564786
              64      16  615952 1828508  4988978  6271021 4564786 1933893 3791156  2358717  4988978  2203800  2444640 5283570  6421025
              64      32  679917 2052169  7940539  9006179 6421025 2467108 4564786  3057153  6421025  2379626  3791156 7940539  9006179
              64      64  718114 2298136 10821524 12902017 7940539 1679761 5860307  3363612  7940539  3057153  2892445 9006179  9006179
             128       4  456986  947186  2464907  2784517 1878447  934004 1684006   799146  1802755  1102844  1022989 2558895  2660335
             128       8  566435 1455701  3785961  4557257 3277486 1436229 2843510  1471662  3468030  1684006  1663139 4135958  4407601
             128      16  662962 1852520  4889281  6045455 4717434 2027414 3895854  1778862  5122535  2409592  2286447 5545860  6114306
             128      32  723735 2248149  6812590  8548124 6727225 2558895 5603747  2248149  6727225  3277486  3036502 7082197  7476717
             128      64  650117 1598754  8548124  9977956 8548124 2843510 6330599  3468030  8548124  2367096  4557257 8036304  9795896
             128     128  771581 2571150  9795896 10779307 9129573 3036502 7082197  3445772  7917784  3297617  3199360 9129573  9977956
             256       4  462061 1019886  2441400  2665657 1855098  931416 1729594   773140  1632308  1089202  1079348 2539563  2588541
             256       8  588736 1479379  3770085  4264168 3207059 1445521 2872459  1718521  3087188  1649865  1619994 4054829  4197489
             256      16  738065 1967260  5022044  5938650 4672389 2030503 4264168  1884399  5117791  2285501  2247235 5569035  5810112
             256      32  780445 2223962  6554972  7791708 6554972 2582316 5687020  3159869  7120034  2943325  2872459 7314033  7518900
             256      64  822913 2588541  8024634  9114515 8271916 2943325 7120034  3654598  8888172  3705040  3557725 8271916  8815202
             256     128  837026 2692393  8534922  9518507 8534922 3123106 7735574  3770085  9192546  2345409  5117791 8815202  9114515
             256     256  876662 2754556  9192546  9114515 8815202 3197509 7518900  3465855  8534922  3465855  3368013 8815202  8815202
             512       4  453552  988345  2416145  2584820 1827947  869494 1734911   600223  1821745  1036527  1071167 2532990  2535981
             512       8  608041 1510391  3788747  4195896 3140488 1421416 2975154  1264113  3099691  1635797  1560891 4091959  4131319
             512      16  696600 1992458  4916336  5760329 4660280 2016784 4340054  2471765  4571003  2225819  2152206 5551840  5699180
             512      32  808904 2394591  6472112  7540170 6472112 2535981 6035551  3201349  7211022  2753870  2736325 7211022  7513788
             512      64  834037 2668325  7620440  8955098 8140399 2958758 7540170  3762197  9145790  3145087  3220553 8528336  8844453
             512     128  882718 2796910  8018812  9145790 8562340 3140488 8018812  3849877  9468384  3788747  3768799 8665997  8992598
             512     256  894857 2815243  7988981  8844453 8528336 3182373 7871843  3684733  8528336  2327124  5177083 8665997  8665997
             512     512  851903 2894940  8844453  9145790 8955098 3239989 8140399  3504346  8665997  3533174  3504346 8844453  8955098
            1024       4  483025 1024121  2443368  2598591 1786736  920717 1753902   584842  1780809  1062110  1072185 2547723  2553783
            1024       8  600543 1535119  3778101  4215688 3140041 1438461 3012308  1114185  3133170  1605111  1597351 4095102  4110780
            1024      16  723203 2004366  4949226  5720477 4634161 2028027 4415030  2455943  3937426  1980337  1999700 5536137  5630486
            1024      32  806899 2472911  6402699  7537599 6479979 2565989 6059442  3261656  6393168  2716948  2653170 7319232  7485055
            1024      64  846331 2760606  7524394  8988941 8076196 2960401 7577494  3849207  6974549  3085895  3083680 8525047  8822754
            1024     128  872995 2910252  7577494  9064828 8457895 3140041 8199542  3955557  9743447  3151562  3345496 8822754  8822754
            1024     256  892033 2926114  7644933  8750850 8542002 3198502 8122014  3778101  8840915  3725664  3804877 8750850  8750850
            1024     512  872995 2950233  8076196  8988941 8822754 3271594 8457895  3725664  8840915  2300703  5277632 8895850  8988941
            1024    1024  845664 3012308  9064828  9064828 8988941 3291652 8610501  3594699  8895850  3591693  3567824 8988941  9064828
            2048       4  467586 1023000  2461436  2582813 1830057  909006 1723915  1053487  1796378  1050781  1059464 2479196  2534797
            2048       8  597943 1507057  3908414  4196751 3136379 1422220 3020577  1713940  3117032  1586379  1607757 4102546  3991965
            2048      16  709630 2011785  4312636  4572018 4623699 2031771 4453499  2473485  4591569  2172024  2185842 5607718  5420181
            2048      32  772837 2425983  6649556  7529708 6479029 2575842 6243566  3261415  6420913  2672823  2599225 7318020  7444871
            2048      64  818493 2719361  7705319  8784909 8036946 2964289 7761014  3855782  7940367  3024831  2934917 8608824  8600205
            2048     128  854396 2763987  7733066  8713618 8357547 3084572 8221561  4054139  9944290  3160613  3165272 8713618  8713618
            2048     256  864891 2855880  7496851  8793903 8531869 3121562 8357547  3855782  9024882  2968386  3346546 8713618  8793903
            2048     512  882756 2905140  7733066  9024882 8866519 3292669 8678404  3821475  8903279  3749743  3864455 7999524  8987113
            2048    1024  875201 2917969  8713618  9062970 9015410 3341339 8866519  3786104  8903279  2066474  4213218 9024882  9015410
            2048    2048  870324 2947000  9062970  9062970 9062970 3351769 8749118  3624742  8903279  3476572  3606479 9062970  9024882
            4096       4  472262 1014830  2938334  2996241 2119975 1148325 2056039   649650  2114496  1302313  1323380 2931815  2955012
            4096       8  618163 1498095  4526013  4643451 3540193 1679393 3410865  1158000  3534366  1877210  1892721 4654774  4570565
            4096      16  736549 1963457  5759634  6151473 4929936 2241981 4900405  1850719  4994430  2392470  2406546 6075335  6120790
            4096      32  820323 2375927  7339297  7863339 6872481 2727047 6703539  3546038  6804432  2799936  2801763 7728911  7831080
            4096      64  866890 2642322  8377131  9023961 8276241 3075079 7831080  4083827  8209013  3022599  3038638 8865630  8939441
            4096     128  895120 2741407  8344580  8902382 8480511 3180393 8409937  4063542  8514134  3129412  3140855 8811067  8847367
            4096     256  909045 2786313  8272256  8788530 8292220 3261295 8480511  3916259  8730470  3151225  3170416 8712759  8752710
            4096     512  911408 2838331  8586475  8981502 8865630 3276846 8752710  3908241  8902382  3362795  3412898 8920873  8962759
            4096    1024  897036 2858164  8883968  9081201 9000323 3365430 8920873  3900255  8981502  3122019  3225172 9019223  8770583
            4096    2048  889696 2864359  9042961  9062041 8981502 3379332 8944095  3817065  9023961  1900679  3916259 9023961  9081201
            4096    4096  909815 2900630  9062041  9081201 8699523 3393349 8925508  3670280  9019223  3618486  3663236 9023961  9081201
            8192       4  480778 1010616  2977755  3025209 2105401 1137144 2052576   650323  2097304  1309051  1304033 2947864  2980079
            8192       8  638208 1481929  4665396  4790946 3505449 1690532 3457825  2099355  3520535  1858910  1873301 4691514  4673010
            8192      16  764028 1958846  6032463  6132595 5056765 2249291 4931921  1844540  5007390  2409382  2413613 6135880  6220301
            8192      32  845158 2347970  7699133  7891886 6995337 2789436 6861236  3586684  6861236  2853370  2852423 7937463  8000301
            8192      64  898932 2635797  8734477  9185117 8436380 3139938 8079310  3497599  8376734  3093853  3101953 9021131  9131414
            8192     128  926168 2768534  8685901  9023500 8642207 3306108 8577485  4246763  8471741  3125372  3127933 8808369  9002223
            8192     256  940414 2782659  8444674  8885819 8659632 3305789 8183217  3953573  8688097  3070354  3073925 8631352  8865185
            8192     512  923033 2838520  8614041  8913481 9002223 3364048 8883522  3913942  8734477  3222694  3251975 9042498  9092750
            8192    1024  938257 2888633  9021131  9192489 9131414 3393284 8913481  3959496  9011667  2797840  2870534 9114458  9185117
            8192    2048  935498 2895693  9002223  9163071 8964643 3439135 9042498  3912159  9002223  2710013  2812267 8992799  9131414
            8192    4096  905996 2809278  8837822  8971666 8913481 3368335 8781355  3822503  8974009  1857101  3462355 8543361  8874344
            8192    8192  903994 2581729  7795202  7830733 7765253 3037511 7607087  3216359  7528746  3241850  3245524 7772279  7685357
           16384       4  477166  966317  2796338  2869432 2050543 1087543 1991706   983493  1702207   988118  1213271 2782975  2830197
           16384       8  619944 1381079  4229201  4346911 3379567 1585743 3255334  1532213  3355311  1771083  1718682 4224781  4310375
           16384      16  733854 1782615  5412770  5580232 4800587 2074750 4207708  2652769  4324208  2014241  1927085 5247842  5490615
           16384      32  818587 2088432  6641612  6827021 6514431 2583069 6173255  2750781  6447807  2628216  2504371 6703812  6854943
           16384      64  851871 2310534  7123547  7581746 7522817 2833114 7397299  4100010  7728405  2836037  2551231 7443774  7731883
           16384     128  878307 2400948  7386962  7717122 8082927 3071700 7674033  3805949  8054505  2871950  2662740 7617042  7735364
           16384     256  899719 2430843  7376654  7691211 7976903 3057350 7648409  3970891  8059228  2859759  2676741 7484309  7627187
           16384     512  909266 2474522  7477794  7624648 7884466 2833698 7662908  3993274  8236974  2882430  2713953 7529411  7649261
           16384    1024  909868 2455950  7460745  7787080 8308679 3069367 7945545  4032405  9143328  2469364  2337571 7440550  7758070
           16384    2048  913873 2403719  7373488  7609451 8220224 3015625 7812755  4044509  9173843  2229718  2117585 7198918  7346686
           16384    4096  906352 2288909  6892759  7204956 7353761 2597323 7049738  3936543  9204562  2287613  2125247 6534875  6712324
           16384    8192  891120 2095118  6136321  6501489 6005999 2435495 5927769  3198068  7382994  1759835  2668426 5488861  5736755
           16384   16384  864050 1906448  4231545  4268872 4281105 2198896 4022492  2207797  4039516  2196857  2200656 4021550  4232327
           32768      64  839107 1892243  6069336  6084922 6031250 2166207 6273801  3896787  6126148  2200825  1913237 6066925  6070409
           32768     128  864821 1985801  6033368  6072823 6089505 2293561 6458049  4229176  6312413  2218553  2086872 6039200  6027811
           32768     256  881285 2023338  5941557  6031250 6284703 2332723 6532640  4008859  6351797  2229566  2104576 5989459  6002800
           32768     512  892374 2065421  6138735  6201613 6338030 2370339 6496512  4026122  6492522  2252403  2129753 6038139  6184033
           32768    1024  883188 2060899  6145597  6256950 6540412 2404805 6566661  4060498  6533882  1954901  1903565 6087347  6241606
           32768    2048  899011 2071304  6162682  6319669 6421539 2395834 6223517  4072047  9024933  1783374  1771421 6054631  6170983
           32768    4096  898371 2039220  6047970  6306620 6271225 2359961 6053564  4037357  9127422  1838407  1760778 5875517  6066925
           32768    8192  885213 2006003  5642733  5998084 5603393 2314145 5545514  3362190  7267362  1976975  1810985 5283511  5512816
           32768   16384  866145 1909569  4010379  4045438 4012253 2184976 3914880  2255508  3921023  1562377  2439551 3927185  3997083
           65536      64  841575 1906784  6094609  6099884 5765563 2156009 5673691  3940347  5808448  1957348  2077155 6050740  6089074
           65536     128  867303 1982934  6028049  6040236 5872856 2281507 6164037  4150741  5816068  1953731  2087931 5919142  5969273
           65536     256  881395 2031365  5994266  6014596 5948604 2307439 6216593  3943683  6043025  2122350  2096739 5994919  5989955
           65536     512  893006 2062644  6119711  6186094 6172619 2362594 6324148  4100341  6236197  2156855  2113733 6112227  6119166
