	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:16:18 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-1.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  344233  901377  1780008  2801873 1828508  916769 1553394  1013707  2006158  1066042  1066042 2379626  2662899
              64       8  474430 1279447  3203069  4564786 3203069 1460430 2561267  1279447  3363612  1780008  1679761 4018152  4564786
              64      16  515423 1648808  4018152  6421025 4897948 2067979 3588436  2298136  4988978  2133730  2467108 5860307  6421025
              64      32  546928 1828508  5860307  9006179 7100397 2537060 4564786  2923952  7100397  2379626  3541098 7100397  8182586
              64      64  603489 2067979 10821524 10402178 7940539 2892445 5389653  3203069  7100397  3203069  2801873 8182586 10821524
             128       4  419822  914904  2098744  2727923 1885042  934004 1684006   983630  1802755  1102844  1074159 2558895  2673584
             128       8  520321 1332828  3124872  4717434 3199360 1487977 2843510  1206978  3445772  1684006  1637771 4135958  4407601
             128      16  559353 1755594  3982553  6114306 4759253 2066432 4012317  2409592  5122535  2409592  2326073 5545860  6114306
             128      32  640042 2066432  5325799  8548124 6727225 2660335 5325799  3053774  7176872  3199360  3053774 7082197  8036304
             128      64  677178 2286447  6727225  9795896 8548124 2969325 6406138  3445772  8036304  2326073  4596273 7917784  9129573
