	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:55:44 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-6.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  388021  942521  1991276  2772930 1828508  913649 1562436  1017549  1947927   852702  1083249 2379626  2662899
              64       8  542506 1421755  3738358  4564786 3363612 1421755 2689580  1679761  3363612  1768283  1780008 4018152  4564786
              64      16  633392 1879725  4897948  6271021 4897948 2067979 3791156  2379626  4564786  2278628  2067979 5735102  5735102
              64      32  703068 2222043  7100397  9318832 7100397 2467108 4564786  3022727  6421025  2467108  4018152 7100397  9006179
              64      64  538156 1562436  9318832 10821524 9006179 2801873 5389653  3363612  7100397  3203069  3057153 7940539  9318832
             128       4  429563 1015251  2453642  2784517 1885042  934004 1705404   718889  1827299  1114289  1102844 2558895  2673584
             128       8  579270 1471662  3759450  4557257 3297617 1455701 2843510  1579934  3445772  1705404  1705404 4135958  4407601
             128      16  669577 1911894  5122535  6045455 4717434 2027414 3982553  2420455  5122535  2409592  2377579 5545860  6114306
             128      32  747933 2248149  6727225  8036304 6727225 2511022 5325799  3036502  6727225  3277486  3297617 7176872  8036304
             128      64  785122 2558895  8548124  9795896 8548124 2920861 6406138  3445772  8036304  2326073  5122535 8548124  9977956
             128     128  776042 2608629  9977956 10567140 8548124 3053774 7176872  3468030  8548124  3359523  3359523 8548124  9795896
             256       4  461267 1016025  2419396  2613746 1842366  930608 1729594  1049800  1829808  1093639  1090308 2533571  2582316
             256       8  598249 1514860  3823789  4350555 3197509 1447470 2943325  1729594  2557711  1673001  1639786 4070199  4197489
             256      16  705107 1871263  5022044  5971678 4652146 2034350 4264168  2187712  5117791  2266207  2242541 5569035  5810112
             256      32  753077 2350543  6398720  7791708 6554972 2563818 5687020  3159869  7120034  2943325  2872459 7314033  7571923
             256      64  814795 2582316  7791708  9434868 8024634 2911402 7120034  3654598  8534922  3705040  3545976 8534922  8815202
             256     128  970126 2509882  8534922  9868433 8534922 3123106 7518900  3770085  8815202  2366082  4998665 8815202  9114515
             256     256  820398 2747508  9114515  9518507 8815202 3159869 7791708  3511189  8888172  3465855  3368013 8815202  9192546
             512       4  468391  973118  2413429  2587935 1809465  914287 1747618   584539  1789859  1080328  1071167 2521095  2548017
             512       8  611678 1510391  3788747  4237291 3163620 1422357 3008498  1747618  3081897  1645826  1547395 4131319  4131319
