	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:24:19 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-2.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  363337  913649  1933893  3363612 2133730 1119387 1828508   789967  2379626  1363961  1336792 2662899  3203069
              64       8  508587 1336792  3165299  5860307 3738358 1734015 3057153  1648808  4018152  2067979  2067979 4897948  5283570
              64      16  599446 1690338  4564786  7100397 5283570 2278628 4274062  2561267  5389653  2467108  2892445 6421025  7100397
              64      32  640954 2067979  6421025  9318832 7293312 2801873 4897948  3203069  7293312  2689580  4274062 7940539  9006179
              64      64  681644 2298136 10402178 10821524 9006179 3203069 5735102  3541098  7940539  3406295  3203069 7940539 10402178
             128       4  434078  992724  2409592  3277486 2202044 1175271 2004703   692017  2132084  1391557  1363288 2969325  3199360
             128       8  544601 1391557  3468030  5325799 3759450 1749872 3277486  1579934  3982553  1967960  1967960 4759253  5122535
             128      16  627328 1802755  4407601  6406138 5325799 2326073 4407601  2727923  5545860  2660335  2621367 6114306  6406138
             128      32  670413 2098744  5545860  4012317 7082197 2843510 5847904  2905056  7582312  3560017  3445772 7476717  8548124
             128      64  715059 2326073  7082197 10567140 8548124 3199360 6727225  3657016  8414153  2511022  5074121 7917784  9977956
             128     128  735635 2409592  9795896 10567140 9129573 3297617 7082197  3468030  8548124  3445772  3359523 8548124  9795896
             256       4  439193  987979  2413957  3123106 1884399 1132871 2015259   705107  2097948  1361224  1354356 2975955  2504028
             256       8  555535 1422540  3454704  4929815 3654598 1752173 3368013  2061693  3545976  1970871  1839210 4652146  4755158
