	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:40:00 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-4.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  359444  929467  1879725  3363612 2133730 1143223 1828508  1285575  2278628  1304314  1304314 2662899  3203069
              64       8  496362 1363961  3363612  5735102 4018152 1722886 2923952  1991276  3791156  1991276  2067979 4643754  5389653
              64      16  587635 1780008  4274062  7100397 5860307 2278628 4018152  2662899  5389653  2358717  2801873 5735102  7100397
              64      32  633392 2067979  5735102  9318832 7100397 2801873 4988978  3203069  7100397  2561267  4274062 7100397  9318832
              64      64  666414 2278628 10821524 10821524 7940539 3203069 5389653  3363612  8182586  3363612  3203069 9318832 10402178
             128       4  435134 1000121  2464907  3277486 2211113 1165070 1967960   992724  2098744  1363288  1346196 2969325  3124872
             128       8  538051 1391557  3359523  5325799 3657016 1732927 2367096  1391557  2714132  1346196  1885042 3199360  3277486
             128      16  628061 1802755  4267461  6727225 5122535 2326073 4267461  2367096  5603747  2558895  2558895 5847904  6406138
             128      32  684954 2132084  5325799  9129573 7176872 2784517 5784891  3277486  7082197  3380677  3380677 7582312  8548124
             128      64  715059 2336194  6727225 10567140 8548124 3036502 6330599  3560017  8414153  2326073  4934216 8036304  9129573
             128     128  731625 2464907  9795896 10779307 9129573 3199360 7176872  3359523  8548124  3380677  3277486 9129573  9795896
             256       4  448175  996229  2305128  3123106 2152625 1158540 2015259   907792  2114473  1347557  1334162 2975955  3009318
             256       8  567575 1463250  3410808  4929815 3654598 1552085 3326279  2081678  3557725  1952947  1938842 4652146  4734192
             256      16  621448 1868008  4332998  6398720 5117791 2187712 4572895  1884399  5569035  2533571  2458168 5971678  6398720
             256      32  714967 2223962  5217259  8024634 6936061 2880164 6107548  3197509  7791708  3123106  3009318 7518900  8024634
             256      64  741633 2435861  6213578  9518507 8271916 3087188 7314033  3756894  8815202  3823789  3667079 8534922  9114515
             256     128  770920 2533571  6936061  9868433 8815202 3326279 7791708  3756894  5242734  2509882  5117791 8888172  9434868
             256     256  771473 2563818  9114515  8815202 8534922 3285566 7735574  3545976  7571923  3511189  3368013 8534922  8815202
             512       4  451930  982917  2486072  3140488 2178404 1155924 2081286   955368  2160868  1329871  1306409 2991733  2995907
             512       8  579179 1459080  3510074  4784885 3580298 1684557 3409755  2097550  3556580  1924603  1862832 4701087  4701087
             512      16  678122 1890713  4375425  6228097 5067142 2275345 4742616  2678309  4973263  2460437  2360376 5951911  6156675
             512      32  729244 2253852  5214798  7758090 6821616 2815243 6395018  3481620  7730164  2942541  2625909 7647578  7871843
             512      64  770037 2285029  5886650  9145790 8265729 3182373 7758090  3905895  9304292  3346002  3304808 8808176  8992598
             512     128  790153 2600470  6228097  9344779 8528336 3346002 8140399  3970896  9510316  3884698  3822466 8808176  9145790
             512     256  775879 2638816  6736026  8844453 8528336 3304808 8140399  3736016  8844453  2532990  5227492 8701110  8844453
             512     512  808599 2678309  9145790  9145790 8808176 3366987 8265729  3527371  8808176  3527371  3086326 8955098  8955098
            1024       4  453495  988529  2448941  3020783 2138070 1120288 2048338  1314729  2111788  1341839  1289467 2968586  2942149
            1024       8  576598 1479591  3506651  4783849 3556008 1678504 3436508  1525848  3355952  1888889  1878151 4715569  4720752
            1024      16  688207 1927891  4304412  6137371 5018624 2245375 4805258  2783867  4972145  2398343  1454537 4470172  6172653
            1024      32  742584 2211841  5042191  7869040 6874084 2814884 6479979  3544270  6733974  2867506  2867506 7631350  7826025
            1024      64  787661 2444759  5536137  8822754 8122014 3160839 7811791  3966517  9743447  3210456  3191372 8680108  8822754
            1024     128  793775 2553783  5821271  9064828 8610501 3261656 8326715  4064103  9946527  3425544  3425544 8822754  8988941
            1024     256  812086 2579861  5950309  8914314 8610501 3281592 8262639  3849207  8988941  3781427  3804877 8750850  8750850
            1024     512  829816 2715230  6830356  9064828 8840915 3335105 8593274  3738636  8914314  2387677  5277632 8970167  9064828
            1024    1024  827896 2760606  8970167  9142007 9064828 3379719 8680108  3567824  9064828  3358576  3591693 9064828  9142007
            2048       4  460418  946360  2599225  2942962 2124745 1134613 2043857   658949  2074960  1313685  1328928 2947000  2967361
            2048       8  595002 1357919  3751381  4738475 3548378 1725300 3379461  1625402  3543986  1853353  1863404 4653758  4663865
            2048      16  703527 1700705  4633675  5754221 5044577 2295665 4889518  2817475  5006356  2415749  2409650 6075753  6149699
            2048      32  776048 2041913  5564129  7846081 6459541 2805512 6243566  3530875  6807652  2837016  2786401 7698414  7782107
            2048      64  805673 2235910  6097316  8866519 8159088 3169944 7940367  3592903  8097557  3016334  3043048 8722466  8866519
            2048     128  837241 2338157  6243566  8987113 8531869 3219850 8357547  3946119  9808036  3235617  3235617 8912516  8949659
            2048     256  842166 2354177  6401772  8830061 8565901 3314266 8423109  3894239  9062970  3341339  3386122 8784909  8830061
            2048     512  856526 2384234  6984790  8940345 8949659 3235617 8713618  3702868  8857376  3771144  3894239 9015410  8977721
            2048    1024  856526 2423929  8089930  9140117 9053418 3414387 8903279  3792790  9101380  2167092  4550221 9111033  9149853
            2048    2048  859439 2429413  8977721  9101380 9062970 3384788 8912516  3632406  9062970  3630870  3630870 9062970  9101380
            4096       4  466150  904022  2733991  3049966 2127852 1119150 2022873   652239  2086504  1293002  1313264 2747106  2959594
            4096       8  597087 1270061  4113159  4893426 3621537 1703877 3471518  2090820  3608605  1880498  1867010 4167033  3599532
            4096      16  702084 1581385  5278308  5996870 5057654 2243152 4911613  2811391  5007531  2369047  2385825 6094733  6105563
            4096      32  772100 1821289  6449370  7831080 6858763 2775061 6693092  3498380  6804432  2830848  2818772 7756829  7802627
            4096      64  810608 1985468  7149920  8865630 7848969 3155856 8017464  3937802  8112108  3083911  3040789 8788530  8829180
            4096     128  826638 2059243  7237268  8865630 8514134 3276846 8393502  4183268  8552280  3143729  3152960 8865630  8548024
            4096     256  842447 2072909  7237268  8793028 8625273 3371374 8552280  3949571  8607986  3172758  1921082 7529067  8770583
            4096     512  845058 2124432  7859742  9042961 8944095 3322474 8569343  3923414  8944095  3286877  3442303 9023961  8981502
            4096    1024  857800 2141112  8463799  9144037 9086004 3329557 8981502  3916259  9081201  3172758  3250804 9119767  9081201
            4096    2048  864839 2173070  8770583  9144037 9100443 3399392 9005041  3846119  9042961  1882352  3957760 9100443  9081201
            4096    4096  863795 2152378  9062041  9081201 8717180 3382659 8939441  3660895  8730470  3656998  3644585 9062041  8748253
            8192       4  460328  880481  2884511  3031882 2122831 1142361 1717831   655622  1804436  1016145  1045423 2525187  2541625
            8192       8  587830 1222861  3953573  4282224 3151747 1453223 2522036  1467311  3079711  1428631  1594063 4139824  4124914
            8192      16  693886 1517066  5312425  5649594 4635812 2004908 4464735  2480882  4576535  2167696  2160336 5665431  5606269
            8192      32  762620 1753065  6736139  7495897 6486879 2633978 6238371  3293747  6450345  2650231  2644113 7413415  7487730
            8192      64  799457 1888851  7735533  8411596 7877411 3052081 7742506  3867682  7846828  2959544  2948876 8507400  8541237
            8192     128  823662 1973472  7976157  8799346 8428103 3284616 5421393  4081792  5672914  2329978  3052081 8670558  8817411
            8192     256  843063 1999541  8039611  8846925 8622688 3311205 8551866  3996338  8444674  3081920  3091348 8659632  8817411
            8192     512  845054 2034227  8411596  9080735 8799346 3387931 8895021  3919746  8904241  3193638  3226628 9032989  9071145
            8192    1024  851187 2055646  8772387  9194949 8925057 3450879 9032989  3951754  9073541  2839693  2894717 9133841  9182662
            8192    2048  850934 2034829  8846925  9163071 9124139 3428839 8846925  3944043  9080735  2700004  2762968 8964643  8981046
            8192    4096  856535 2046464  8642207  9002223 8734477 3400336 8524285  3742154  8971666  1756470  3442236 8496881  8817411
            8192    8192  872145 2063052  7203592  7706040 7522154 3095805 7229358  3193935  6788039  3116019  2984220 6943036  7440706
           16384       4  466091  881382  2210425  2403047 1726108  847950 1675970   851956  1757360   998963   866643 2221572  2380735
           16384       8  602819 1227181  3375417  3750898 3047047 1370803 2797818  1164050  2989258  1512551  1380274 3411275  3718424
           16384      16  710706 1523652  4447342  4975415 4455705 1885835 4076660  1792753  4372634  2027015  1787484 4448494  4955681
           16384      32  785951 1764988  5473995  6208391 6168821 2437309 5461379  3281449  6099827  2450520  2019746 5576609  6229213
           16384      64  827100 1856339  5988204  7086815 7406867 2795428 6509495  3830772  5859534  2397764  2205105 6222445  7105134
           16384     128  846937 1956047  6097662  6983824 7612823 2927246 6972486  4053336  6622411  2693001  2339879 6316241  7292115
           16384     256  862174 2030249  5889161  6662863 7518702 2762946 7043957  3993041  6779204  2662843  2144480 6262707  7083163
           16384     512  876514 2019984  6455681  7430091 8200605 2989778 7173368  3891733  6690106  2513256  2317391 6377792  7440550
           16384    1024  875543 2066328  6420097  7501466 8163585 3033462 6843338  3940380  9106976  2339879  2077887 6524947  7204956
           16384    2048  885243 2043166  6971779  7430895 8095305 2868354 7820757  3967223  9157949  2199177  2067944 6075022  7064958
           16384    4096  922622 2028750  6734030  7150974 7207979 2782637 6910087  3930914  9209496  2299863  2055204 6199429  6584970
           16384    8192  874651 1959337  5760801  6286771 5815894 2420398 5529493  3099548  7040348  1673561  2621799 5349148  5572991
           16384   16384  859780 1849196  4253283  4147020 4225820 2191253 4039516  2202419  4052619  2189508  2204822 4053575  4249075
           32768      64  826497 1830425  5689921  5776249 5635098 2095016 5304924  3894358  5466768  1909887  1992683 5711676  5734793
           32768     128  854359 1908985  5782324  5870247 5965541 2235513 6425141  4144745  6043449  2172370  2049131 5809945  5846026
           32768     256  867222 1956654  5786219  5880796 6161853 2297242 6629376  4009794  6173201  2188037  1926053 5819293  5862984
           32768     512  879486 1995141  5962177  6104109 6135173 2339752 6823905  3877329  6193229  2203331  2106737 5948243  6034692
           32768    1024  880675 2024948  5991547  6183755 6401201 2362679 6861036  4074703  6562585  1953012  1909330 6037874  6114429
           32768    2048  888647 2027099  6091934  6219011 6301415 2375173 6571999  4110409  9346533  1922685  1774028 6023584  6051165
           32768    4096  886435 2001242  6020154  6236791 6226054 2347104 6350329  4083783  9285282  1877714  1773341 5863985  5953396
