	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 21:22:44 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-5.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  265565  831569  1460430  2561267 1679761  659861 1452528   942521  1734015  1013707  1033216 2278628  2358717
              64       8  340738 1033216  2006158  3203069 2467108  735831 2133730  1363961  2467108  1492919  1452528 3203069  3406295
              64      16  390278 1279447  2561267  4897948 4018152  889431 3203069  1780008  4018152  1734015  1484662 4564786  5389653
              64      32  402569 1429325  3541098  6421025 5283570 1013707 4274062  2052169  5389653  1828508  3057153 5735102  6271021
              64      64  397208 1336792  6271021  7100397 6421025 1119387 4564786  2133730  6421025  2203800  2067979 6421025  7100397
             128       4  336848  889145   969421  2464907 1642783  601330 1526043   935631  1663139   969421  1032829 2420455  2511022
             128       8  385460 1040839  1802755  3445772 2558895  785122 2248149  1349580  2558895  1409828   908709 2132084  3468030
             128      16  416888 1093856  1618028  4717434 4135958  962469 3560017  1778862  4012317  1802755  1827299 5122535  5122535
             128      32  439767 1471662  1778862  6406138 5603747  864797 4596273  2166499  5545860  2286447  2367096 6114306  6406138
             128      64  428193 1346196  2248149  7082197 6406138  978253 5325799  2248149  6406138  1622919  3560017 6727225  7082197
             128     128  455436 1406136  7082197  8036304 7476717 1196221 6114306  2211113  7476717  2326073  1579934 7476717  8036304
             256       4  362040  853662  1175022  2563818 1649865  748353 1570244   931416  1662639  1019886  1027695 2458168  2486631
             256       8  413644  999940  1153561  3368013 2486631 1058076 2325094  1398455  2533571  1405778  1384034 2975955  3368013
             256      16  415566 1180188  1243036  5117791 4054829 1260547 3770085  1868008  4197489  1755037  1740810 5117791  5217259
             256      32  451378 1376935  1413179  6398720 5455847 1340826 5022044  2170027  5569035  2077650  2131261 6398720  6398720
             256      64  477684 1413179  1632308  7073132 6554972 1532153 5971678   691930  6398720  2480886  2639446 7314033  7314033
             256     128  474098 1382252  2754556  7791708 7314033 1267990 6554972  2223962  7571923  1718521  3823789 7735574  7791708
             256     256  485898 1523457  7735574  8271916 8024634 1543163 7073132  2305128  8024634  2392442  1224606 2588541  8208677
             512       4  366476  802555  1471074  2460437 1595686  746481 1337324   949875  1630828   997991   911184 2391924  2449212
             512       8  411253 1089094  1933266  3415178 2486072 1053821 2169601  1322500  2548017  1383861  1399189 1783912  3351224
             512      16  472306 1251589  2135087  5278892 4163357 1309596 3201349  1827947  4195896  1718254  1454140 4447925  5227492
             512      32  453552 1394645  2625909  6472112 5551840 1462061 4620174  2207515  5624545  1968713  1999881 4742616  6571132
             512      64  488086 1479181  2681653  7309196 6843354 1585086 6246213  2438090  6736026  2275345  2039772 7211022  7410080
             512     128  501536 1418599  2391924  8140399 7647578 1533034 6571132  2521095  7620440  2597325  2655129 5278892  8140399
