	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:16:27 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-1.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  292156  852702  1484662  2444640 1638743  551422 1336792   916769  1638743  1002351  1017549 2298136  2467108
              64       8  338589 1066042  2133730  3363612 2561267  703068 2133730  1310683  2561267  1452528  1452528 3203069  3363612
              64      16  359926 1083249  2772930  5283570 3958892  591520 3203069  1780008  3791156  1722886  2006158 4564786  5389653
              64      32  329852 1143223  3541098  6271021 5389653 1101022 4018152  2067979  5283570  1879725  3203069 5735102  6271021
              64      64  390278 1421755  6421025  7100397 6421025  942521 4988978  2133730  6421025  2222043  2067979 7100397  7293312
             128       4  318465  821147  1123617  2558895 1618028  680612 1539168   934004  1663139  1015251  1009524 2409592  2453642
             128       8  384356 1000121  1885042  3359523 2511022  790905 1939522  1359835  2608629  1406136  1424795 3277486  3380677
             128      16  393656 1229084  1939522  5122535 3982553  876086 3560017  1827299  3982553  1852520  1885042 5122535  5325799
             128      32  423798 1349580  2453642  6406138 5545860  927549 4596273  2132084  5545860  2326073  2420455 6406138   467329
             128      64  429563 1363288  2326073  7176872 6406138 1038825 4267461  2286447  2784517  1598754  3536566 7082197  7476717
             128     128  415597 1346196  7582312  8036304 7582312 1162547 6114306  2326073  7476717  2286447  2286447 7476717  8036304
             256       4  348300  861885  2228578  1970871 1619994  719277 1487577   944525  1652404  1003679   966633 2435861  2509882
             256       8  394496 1052888  2935279  3454704 2557711  894929 2170027  1354356  2285501  1368162  1368162 3326279  3368013
             256      16  442086 1312954  1881098  5320671 4197489 1137672 3197509  1842366  4132864  1763685  1588832 5117791  5217259
             256      32  460476 1230218  2557711  6398720 5569035 1534342 4998665  2187712  5569035  2114473  1897721 6213578  6595234
             256      64  464661 1407621  3654598  7518900 6761355 1639786 6107548  2419396  6554972  2533571  2330140 7314033  7571923
             256     128  483927 1552085  4840911  7965107 7735574 1729594 2015259  1881098  3511189  1471270  3275543 7735574  8271916
             256     256  461267 1398455  8024634  8208677 7965107 1766587 6936061  2187712  7735574  2392442  2081678 8024634  8534922
             512       4  371292  856319  2198475  2497638 1629590  781526 1459080   942786  1662389   991998   946526 2225819  2512247
             512       8  425597 1049187  2572435  3464769 2532990  935801 2216629  1372364  2532990  1368865  1273861 2958758  3284589
             512      16  460457 1205228  4030519  5331314 4163357 1115109 3304808  1829505  4123387  1672748  1488408 4099771  5278892
             512      32  474497 1387437  4690818  6652558 5624545 1171691 4131319  2198475  5509113  1809465  1823291 4838792  6551087
             512      64  500484 1437592  5278892  7435738 6736026 1309596 4784885  2438090  6491676  1954379  2073249 4742616  7647578
             512     128  482060 1438555  5822804  8140399 7758090 1662389 5227492  2548017  7758090  2575520  2438090 5684095  8234036
             512     256  508423 1560891  6571132  8394979 8140399 1410215 5384786  2509312  6652558  1740536  3877684 5760329  8394979
             512     512  487531 1510391  8234036  8844453 8528336 1610042 5624545  2132967  5744919  2424328  2105777 5822804  8701110
            1024       4  379823  867003  2142335  2491561 1659694  781072 1477555   901394  1628234   991266   949834 2321847  2503178
            1024       8  426858 1095150  2900425  3447541 2348509 1031252 2098375  1368780  2375790  1347734  1264413 3085895  3369115
            1024      16  473232 1257748  3970183  4531485 4079544 1206178 3020783  1848247  4048778  1692394  1565332 4079544  5144870
            1024      32  494196 1347311  4589593  6489770 5623115 1304745 4162573  2197132  5089995  1942715  1786736 4805258  6479979
            1024      64  512232 1486247  4972145  7369466 6776473 1592612 5529011  2443368  6787181  2142335  2052253 5169641  7319232
            1024     128  508713 1486247  5251818  7755368 7524394 1519371 5417427  2598591  7755368  2271501  2107643 5536137  7811791
            1024     256  525905 1528563  5593820  8000971 7941793 1720874 6280976  2632033  8262639  2516377  2443368 5363307  7869040
            1024     512  512721 1525848  6208343  7769397 7472033 1735476 3335105  2098375  3751699  1528563  3301774 5444898  7472033
            1024    1024  517727 1429841  5853003  4783849 5758828 1526390 4949226  2110750  5120336  2124322  2047361 5200941  5853003
            2048       4  380391  822490  2054120  2094183 1573015  757369 1438174   920796  1528239   931278   917551 2144906  2255875
            2048       8  410416 1050910  2691246  2817475 2381590 1017908 2064488  1348116  2265394  1284033  1229274 2723672  3043048
            2048      16  476482 1192085  3618634  4146110 3704465 1281543 2938934  1871932  3506373  1546675  1497076 3777778  4358590
            2048      32  505414 1320552  3984558  4818211 4676561 1379952 3743207  2240576  4460436  1793378  1688337 4403275  5144271
            2048      64  516911 1380173  4500161  5169036 5461535 1496033 4310472  2488533  5376082  1944829  1776319 4762117  5593112
            2048     128  524198 1421043  4663865  5095447 5719737 1557330 4676561  2619037  7262337  2043857  1922629 4937295  5816563
            2048     256  521240 1424106  4948672  5754221 6132138 1639674 5020987  2670330  8221561  2140097  2011785 4875642  5769681
            2048     512  527546 1441069  5107566  5785224 5640860 1535066 2848305  2348384  7698414  1924783  2058058 4562305  5184636
            2048    1024  514959 1354493  3953383  5044577 4730646 1441069 4274012  2162183  5107566  1448358  2669500 4081105  4451191
            2048    2048  523367 1272054  3953383  3955204 4008732 1487227 3224685  1802788  3235617  1804681  1686680 3390131  3991965
            4096       4  385183  781229  1597413  2068666 1341149  722760 1320025   910056  1439717   907604   851550 1794091  2038716
            4096       8  440331  976195  2146730  2696655 2188015  978697 1941270  1363502  2171971  1212599  1130864 2400829  2730948
            4096      16  474243 1089622  2582737  3524939 3199942 1198723 2741845  1875366  3121452  1480282  1332826 3117487  3624593
            4096      32  502264 1217238  2882138  4280194 3860813 1319112 3424463  2224851  3795980  1661687  1474944 3407483  4192455
            4096      64  510336 1290089  2617364  4274869 4204769 1457180 3319264  2479484  3713919  1766966  1562117 3519162  4515307
