	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:50:16 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-3.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  276793  852702  1452528  2537060 1638743  710511 1421755   929467  1679761  1013707  1013707 2298136  2467108
              64       8  361380  955947  1947927  3363612 2467108 1002351 2052169  1304314  2561267  1452528  1452528 3203069  3363612
              64      16  380864 1255511  2662899  5389653 4018152 1255511 3203069  1734015  4018152  1679761  2006158 4897948  5283570
              64      32  410573 1204796  3541098  6271021 5389653 1392258 4018152  1991276  5283570  1780008  3057153 5860307  6421025
              64      64  413101 1484662  6421025  7100397 6421025 1492919 4564786  2203800  7100397  2203800  2067979 7100397  7100397
             128       4  338761  876086  1684006  2571150 1642783  767171 1504659   927549  1663139  1022989  1015251 2326073  2453642
             128       8  372102  921183  1967960  3380677 2511022 1022989 2211113  1346196  2558895  1406136  1424795 3277486  3297617
             128      16  419822 1346196  2420455  5325799 4135958 1206978 2920861  1778862  4012317  1827299  1852520 5122535  5325799
             128      32  433727 1471662  2843510  6406138 5545860 1424795 4596273  2166499  5603747  2377579  2409592 6330599  6330599
             128      64  418513 1504659  3759450  7176872 6406138 1561553 5325799  2248149  6727225  1436229  3445772 7082197  7476717
             128     128  438331 1579934  7082197  8036304 7082197 1349580 4407601  2286447  5122535  2286447  2238774 7582312  8036304
             256       4  349775  898674  1694118  2607399 1683493  802614 1610276   868157  1683493  1016025  1028679 2210228  2486631
             256       8  389064 1070737  1897721  3368013 2509882  913973 2102055  1382252  2486631  1368162  1266495 2880164  3326279
             256      16  437582 1369908  2588541  5217259 4132864 1142514 3123106  1802167  4132864  1755037  1588832 3935921  5347168
             256      32  462061 1497953  3009318  6398720 5455847 1430119 4907284  2170027  4819184  1704877  1802167 5687020  5971678
             256      64  441359 1558845  3326279  7314033 6554972 1202660 1254656  2350543  6437081  2463808  2242541 5117791  7314033
             256     128  457143 1610276  4054829  7965107 7518900 1570244 4840911  2413957  6249745  1662639  3197509 5347168  7965107
             256     256  448175 1619994  7965107  8271916 8024634 1683493 4755158  2187712  5569035  2285501  2015259 5428265  8534922
             512       4  362578  863551  1655979  2486072 1642050  774480 1450212   901241  1635797   996139   941546 2178404  2449212
             512       8  423165 1127995  2207515  3196584 2057359  997991 2152206  1077618  2216629  1361920  1255246 3012719  3366987
             512      16  445646 1216149  2544997  5331314 4195896 1323315 3239989  1835760  3346002  1674052  1501940 4061007  5344582
             512      32  476709 1418599  2708713  5566231 4882800 1213400 4610256  2016784  5115422  1667552  1783912 4690818  4916336
             512      64  480764 1657257  3104171  7410080 6736026 1289156 4701087  2416145  6395018  1882427  2024389 5227492  7513788
             512     128  480334 1629590  3610395  6395018 6395018 1306409 5968453  2073249  7115451  2275345  2486072 4871723  8018812
             512     256  490875 1723770  5384786  8394979 8265729 1741948 5331314  2497638  8265729  1672748  3372274 5699180  6174377
             512     512  506385 1480200  7115451  7988981 7758090 1365383 5822804  2152206  4163357  1736314  2047551 5624545  8394979
            1024       4  365441  850521  2138070  2516377 1664841  778101 1481633   903860  1646334   978172   947320 2216407  2443368
            1024       8  424705  841357  2651532  3422814 2432298 1035479 2128533  1372717  2255990  1331853  1262555 2952261  3369115
            1024      16  466701 1275301  3722435  5251818 4178773 1343938 3239514  1659694  3301774  1499217  1235319 3894582  5226256
            1024      32  477812 1363565  4493556  6479979 5601115 1301187 4095102  2240689  4249053  1931359  1715375 4783849  5782087
            1024      64  493005 1514549  4474829  7356843 6692005 1354535 4674510  2448941  6692005  1835608  1803239 4488860  7160597
            1024     128  505658 1363565  4361233  7699755 7631350 1659694 4064103  2491561  7524394  2124322  1917562 4810640  7631350
            1024     256  498556 1347734  4215688  7941793 7826025 1652033 4282950  2612819  7472033  2398343  2146618 4805258  7755368
            1024     512  503406 1469467  5564829  7590887 7101400 1707193 4876180  2534194  6327241  1707193  2869422 4854136  6787181
            1024    1024  514564 1418039  5529011  5789881 5593820 1568189 4083422  1965834  4339202  2060128  1878973 4415030  5507740
            2048       4  375093  795673  1833573  2195338 1591375  734634 1402711   922576  1498120   925359   900997 1954565  2092143
            2048       8  431529  972503  2204352  2786401 2332443 1055688 1957683  1336787  2255282  1275264  1172238 2585923  2880782
            2048      16  471357 1063794  2872113  3999400 3683812 1171598 2797290  1854954  3604966  1545840  1442279 3525079  4259178
            2048      32  486907 1061035  3682233  4934459 4601407 1149800 3407614  2219159  4481379  1750616  1618968 4240255  4653758
            2048      64  495531 1152577  3423913  5225638 5403134 1520394 4031308  2364545  4621211  1917479  1747411 4500161  5135046
            2048     128  499275 1350023  4500161  5020987 5704543 1526066 4120256  2515497  7733066  2007554  1738569 4531020  5306340
            2048     256  509069 1375532  4432815  5209791 5900467 1541125 4751580  2258247  8221561  1968901  1947033 4451191  5376082
            2048     512  509945 1329133  4591569  5674397 5517666 1513696 3702868  2605532  6132138  2135840  2195338 4511980  5251194
            2048    1024  504080 1351935  4663865  5032754 4707314 1377297 3580921  2178635  4697018  1536439  2723672 3799501  4623699
            2048    2048  498666 1293897  3885431  3671217 3611028 1546675 3097921  1815360  3180508  1812679  1665101 3792790  3962502
            4096       4  367288  717088  1659120  2024780 1472921  766178 1291252   946194  1373971   796293   787424 1744360  2035817
            4096       8  425467  983178  2201191  2717987 2168407 1137453 1820324  1357147  1988225  1196969  1084737 2226004  2709414
            4096      16  465973 1136850  2703445  3592757 3036489 1439235 2233238  1884004  2923334  1472416  1272035 2724884  3474326
            4096      32  488316 1259169  3197560  4270618 4003879 1658319 3047261  2179686  3893185  1629225  1368498 2948925  4087714
            4096      64  503752 1252559  3175103  4329816 4422323 1822062 3390670  2448388  3683658  1742237  1574862 2929815  4485833
            4096     128  504062 1303598  3182750  4556020 4751325 1739944 3240380  2548637  4059701  1798034  1552799 3084464  4505833
            4096     256  513217 1330246  3217321  4784405 4954103 1901520 3290024  2654571  7742845  1626141  1560982 3370712  4385074
            4096     512  510730 1288444  3351642  4946971 5007531 1901520 3689988  2645985  7237268  1627990  1635118 3012001  4230655
            4096    1024  511430 1294951  3210107  3634562 3424463 1753440 3009363  2167313  4779081  1813981  1681365 2782252  3230631
            4096    2048  500231 1230754  3054304  3646906 3506234 1539303 2728780  1892721  3309035  1361665  2121284 2377242  2985827
            4096    4096  492770 1148939  2245498  2771480 2577699 1462887 2369047  1462887  2387152  1414818  1303202 2241981  2556602
            8192       4  375936  765611  1562459  1655268 1334835  729075 1216497   937412  1275852   815200   821339 1483209  1673162
            8192       8  406653  893928  2051106  2258012 1975400 1000609 1818764  1320218  1878833  1139860  1079584 2075514  2225543
            8192      16  464428 1023226  2392605  2525930 2325248 1135378 2377868  1857603  2528346  1349992  1239358 2561520  2650231
            8192      32  476696 1108850  2526859  2898869 3054523 1355798 2663998  2231614  3084134  1494304  1380751 2854556  3058057
            8192      64  496063 1094300  2712581  3160444 3462355 1429463 2785366  2473381  3176220  1429166  1382140 2822895  3025209
            8192     128  517405 1295576  2763857  2914360 3253206 1531537 3235439  2636606  3387931  1563312  1421009 2869335  3121964
            8192     256  520067 1312201  2860497  3178865 3119413 1452732 3282106  2699156  3383593  1603811  1470954 2960564  3130212
            8192     512  518255 1304033  2904014  3009575 3267748 1554471 3351906  2684185  8177374  1610426  1440732 2896670  3067065
            8192    1024  503249 1225435  2866224  3062418 3188896 1420715 2872454  1941688  4715983  1341872  1453531 2553714  2874376
            8192    2048  499053 1212376  2713438  2861450 2727005 1458714 2753668  1947190  3751142  1584872  1508077 2422291  2587562
            8192    4096  488954 1132758  2379185  2470536 2292665 1337485 2249291  1507812  2299878  1221036  2004441 2083443  2329188
            8192    8192  480745 1132422  2206251  2205119 2205826 1290273 2202857  1230393  2165510  1301317  1313053 2172905  2189800
           16384       4  371907  760273  1642167  1654583 1226546  711081 1190776   921372  1225343   795808   789127 1629937  1620405
           16384       8  433449  969521  2026477  2050849 1721912  969179 1718682  1384585  1735567  1042107  1035917 2042620  2049259
           16384      16  469938 1105084  2364190  2397430 2160323 1182620 2167751  1873547  2197419  1223598  1213636 2383874  2379664
           16384      32  491552 1210131  2606880  2649087 2534669 1338027 2554835  2235811  2563221  1353923  1332345 2633252  2628619
           16384      64  503237 1261653  2762835  2827286 2772757 1407441 2834516  2516753  2759618  1337480  1407326 2785457  2813281
