	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:31:15 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-3.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  653436 2298136  6271021 10402178 8182586 3057153 5735102  3738358  7940539  2772930  2662899 6271021  9006179
              64       8  842003 2561267 10821524 1597288510821524 3738358 7940539  4564786 12902017  3791156  3165299 9006179 12310336
              64      16  842003 2772930 10402178 1290201710402178 4018152 8182586  4564786 10402178  3738358  3791156 9006179 10821524
              64      32  842003 2801873 12902017 1290201710402178 4274062 7940539  4564786 12902017  3791156  456478610821524 12902017
              64      64  842003 2772930 12902017 1290201712902017 4564786 7940539  4564786  9006179  4018152  3363612 9006179 12902017
             128       4  826202 2571150  7917784  9129573 7082197 3124872 6406138  3895854  6727225  3036502  2784517 7476717  8036304
             128       8  962469 2843510  9795896 11720614 9795896 3759450 7917784  4934216 12542043  3560017  3277486 9129573  9795896
             128      16  969421 2843510  9977956 1056714010779307 4135958 8036304  4717434 11720614  3867787  3657016 9129573 10567140
             128      32  976473 3053774 10779307 1172061410567140 4267461 8548124  5122535 11720614  4407601  4135958 9795896 10567140
             128      64 1022989 3124872 10779307 1284205110779307 4135958 8548124  4717434 10567140  3468030  5325799 9977956 11470204
             128     128  927549 2920861  9795896 1147020410779307 4012317 8548124  4012317  9977956  3895854  3536566 9977956 11720614
             256       4  876662 2613746  8024634  8534922 7120034 3043436 6719046  3935921  6719046  2943325  2812272 7518900  7965107
             256       8  944525 2880164  9518507 10651598 9114515 3557725 8467615  4652146  8534922  3326279  3197509 9518507  9434868
             256      16 1040643 3009318  9518507 10245071 9434868 3879045 8534922  4734192 12090911  3545976  3465855 9518507 10245071
             256      32 1084800 3123106 10245071 10651598 9868433 4009406 9192546  4840911 12228612  3879045  3770085 9518507 10245071
             256      64 1016025 3123106 10245071 1109172110245071 4132864 9114515  4734192 11091721  4281170  4264168 9868433 10245071
             256     128 1048775 3123106  9868433 10651598 9868433 4070199 9114515  3935921 10245071  3245838  5428265 9868433  9778562
             256     256  962301 3087188  9518507  9868433 9114515 3935921 8815202  3935921  9114515  3823789  3756894 9114515  9434868
             512       4  879825 2613128  7871843  8265729 6931711 3051245 6736026  3934520  6821616  2942541  2811557 7540170  7758090
             512       8 1009722 2991733  9304292  9997331 8992598 3610395 8562340  4973263  8701110  3415178  3325278 9468384  9638369
             512      16 1094088 3122224  9304292  9859630 9145790 3905895 8808176  4610256  8844453  3580298  3459188 9468384  9468384
             512      32 1103647 3264616  9638369 10235583 9681823 4131319 9304292  5067142 12215097  3762197  3684733 9681823 10044089
             512      64 1132755 3304808 10044089 10434519 9814569 4163357 9468384  4742616 11620224  3970896  3877684 9859630 10044089
             512     128 1143004 3259661  9638369  9814569 9681823 4163357 9145790  4784885 10641343  4305250  4340054 9304292  9681823
             512     256 1127402 3201349  9344779  9304292 9304292 3877684 8844453  3653390  9304292  3304808  5684095 9145790  9304292
             512     512 1015932 3239989  9145790  9304292 9145790 4030519 8808176  4030519  9145790  4030519  3941742 9145790  9145790
