	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:38:45 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-4.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  653436 2379626  6421025 10821524 7100397 3165299 5735102  3738358  7940539  2801873  2801873 6421025  9006179
              64       8  852702 2772930 10821524 1290201710402178 3738358 7940539  4897948 12310336  3738358  3541098 9006179 12902017
              64      16  889431 3022727 10402178 1290201710402178 4274062 7940539  4564786 12310336  3738358  401815210402178 12902017
              64      32  877797 3203069 12902017 1597288510821524 4643754 8182586  4897948 10821524  3738358  5860307 9006179 12902017
              64      64  821391 3203069 10821524 1597288512902017 4564786 9006179  4274062 10402178  4274062  395889210821524 12902017
             128       4  805138 2660335  8414153  9795896 7582312 3199360 6727225  3895854  6727225  3199360  3036502 8036304  9287508
             128       8  948860 3053774  9795896 11720614 9977956 3895854 8548124  4934216 12842051  3657016  3468030 9795896 11720614
             128      16  985435 3124872  9795896 11470204 9795896 4135958 8548124  4934216 11720614  3895854  3759450 9795896 10779307
             128      32 1015251 3277486 10567140 1172061410779307 4267461 8548124  4889281 11720614  4717434  4407601 9795896 10567140
             128      64 1024942 3277486 11720614 1172061410567140 4444086 9795896  4934216 10567140  3560017  5784891 9977956 11720614
             128     128  934004 3359523 11720614 11720614 9977956 4267461 9287508  4407601  9977956  4267461  4135958 9795896 10567140
             256       4  858440 2754556  7965107  8888172 7314033 3159869 6719046  3994490  6891544  3052087  2975955 7735574  8271916
             256       8 1012194 3052087  9518507 10245071 9434868 3705040 8534922  5117791  8815202  3557725  3368013 9518507 10245071
             256      16 1011241 3197509  9518507 10245071 9434868 4054829 8815202  5117791 12661199  3810220  3605511 9434868 10245071
             256      32 1094754 1049800  9868433 1065159810245071 4264168 9192546  5022044 12228612  4054829  3935921 9868433 10245071
             256      64 1089202 3378611 10245071 1120749410148242 4264168 9434868  5022044 11569783  4553502  442222610245071 10245071
             256     128 1099237 3285566 10245071 10651598 9778562 4264168 9114515  4652146 10245071  3499745  5810112 9868433  9868433
             256     256  999940 3275543  9518507  9518507 9114515 4197489 8815202  4197489  9192546  3123106  3994490 9434868  9778562
             512       4  881269 2722449  8018812  8394979 7115451 3086326 6909408  4068701  6931711  3008498  2942541 7871843  7988981
             512       8 1049187 3081897  9468384 10044089 8992598 3736016 8665997  5019764  8844453  3510074  3409755 9638369  9468384
             512      16 1078159 3220553  9304292  9814569 9304292 3934520 8808176  5067142  8844453  3684733  3051245 9304292  9681823
             512      32 1127402 3304808  9859630 10235583 9814569 4195896 9304292  5019764 11943357  3372274  3795443 9681823 10044089
             512      64 1135150 3415178  9997331 1048546810044089 4340054 9468384  5177083 11943357  4131319  403051910044089  9997331
             512     128 1135150 3388236  9681823 10044089 9510316 4305250 9304292  3934520 10911694  4571003  4494470 9681823  9681823
             512     256 1147892 3304808  8955098  9344779 9145790 4163357 8808176  4411377  9304292  3372274  5951911 8955098  9145790
             512     512 1038532 2708713  9145790  9304292 9304292 4131319 8844453  4163357  9145790  4099771  4030519 9304292  9145790
            1024       4  920914 2760606  8061038  8391792 7054742 3074849 6963241  4114719  6963241  3001782  2976816 6963241  7869040
            1024       8  998874 3142339  9743447 10134284 8988941 3696803 8895850  5042191  8822754  3495237  3422814 9655828  9743447
            1024      16 1063425 3284101  9300377  9743447 9220512 3984917 8822754  5096034  9064828  3659010  3631168 9485232  9655828
            1024      32 1103308 3436508  9855234 10230845 8262639 4215688 9485232  5194651  9569770  3821805  3764854 9946527 10134284
