	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 20:53:44 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-6.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  645579 2379626  6421025 10821524 7100397 3203069 5735102  4018152  8182586  2801873  2662899 5735102  9006179
              64       8  863676 2662899  9006179 1290201710402178 3791156 7100397  4897948 12310336  3541098  3363612 9006179 12310336
              64      16  874936 2689580 10821524 1290201710821524 4274062 7940539  4897948 10821524  3791156  3738358 9006179 12902017
              64      32  852702 2772930 12902017 1290201710821524 4564786 7940539  4564786 10402178  3791156  4897948 9006179 12902017
              64      64  852702 2772930 12902017 1597288512902017 4564786 7940539  4564786 10821524  4274062  3541098 9006179 12902017
             128       4  836500 2511022  8036304  9795896 7476717 3199360 6406138  4012317  7176872  3036502  2784517 7582312  8548124
             128       8  962469 2843510  9795896 10779307 9977956 3759450 8036304  5122535 12842051  3657016  3199360 9129573 10567140
             128      16  962469 2969325  9795896 11720614 9795896 4135958 7917784  4759253 11720614  3867787  3560017 9129573 10779307
             128      32  992724 3124872 10779307 1172061410567140 4267461 8548124  4934216 10779307  4557257  4104338 9795896 10567140
             128      64 1024942 3124872 10779307 1284205110567140 4407601 9129573  4759253 10567140  3560017  5379161 9795896 10779307
             128     128  927549 3124872 10779307 11720614 9795896 4267461 9129573  4407601  9795896  4267461  3895854 9977956 10779307
             256       4  873098 2692393  8024634  8815202 7314033 3159869 6761355  3994490  6761355  3052087  2911402 7735574  8024634
             256       8  927393 2975955  9868433 10245071 9192546 3770085 8271916  4929815  8534922  3557725  3368013 9518507  9778562
             256      16 1076103 3159869  9518507 10148242 9434868 3994490 8534922  5117791 12228612  3705040  3557725 9192546 10245071
             256      32 1089202 3245838 10148242 10651598 9778562 4197489 8815202  5022044 11091721  3994490  3879045 9434868 10245071
             256      64 1089202 3368013 10245071 1065159810245071 4281170 9518507  3654598 11207494  4404088  4332998 9868433 10245071
             256     128 1089202 3275543  9778562 10245071 9518507 4264168 9192546  4652146 10245071  3465855  5810112 9434868  9868433
             256     256  999940 3245838  9518507  9518507 9192546 4054829 8534922  4132864  9192546  4070199  3935921 9114515  9114515
             512       4  890404 2739816  7988981  8394979 6843354 3086326 6909408  3556580  6821616  2975154  2926501 7871843  7871843
             512       8 1019791 3099691  9510316 10044089 8992598 3610395 8665997  4973263  8844453  3415178  3346002 9304292  9638369
             512      16 1098566 3220553  9468384  9859630 9344779 3905895 8808176  5019764  8844453  3634839  3556580 9468384  9681823
             512      32 1122687 3304808  9638369 10235583 9681823 4163357 9304292  4973263 12215097  3815675  3762197 9859630  9859630
             512      64 1132755 3366987 10044089 1043451910044089 4305250 9304292  5164632 11943357  4068701  3934520 9859630 10044089
             512     128 1130370 3372274  9510316  9859630 9468384 4262523 8528336  4838792 10434519  4457157  4447925 9468384  9638369
             512     256 1108203 3239989  8992598  9304292 9145790 4091959 8844453  4340054  9145790  3325278  5744919 8992598  9145790
             512     512 1009722 3239989  8992598  9145790 9145790 4030519 8808176  4061007  9107004  4030519  3970896 8992598  9145790
            1024       4  892033 2672984  8061038  8391792 7066349 3048658 6963241  3751699  6963241  2934110  2875184 7811791  7869040
            1024       8  985580 3055164  9381637  9855234 8988941 3618930 8750850  4898425  8750850  3450311  3170172 9485232  9485232
            1024      16 1033237 3189002  9142007  9569770 9142007 3863055 8750850  5169641  8970167  3556008  3506651 9320560  9464330
            1024      32 1064479 3314514  9655828  8457895 9655828 4079544 9320560  4876180  9402175  3709575  3709575 9655828  9832672
            1024      64 1049138 3403826  9855234 10230845 9946527 4249053 9569770  4609294 11903823  3835457  3849207 9855234 10039528
            1024     128 1088213 3390391  9569770  9743447 9485232 4282950 9320560  4972145 11132462  3941039  3923040 9569770  9655828
            1024     256 1067654 3304314  8988941  9220512 9064828 4130547 8895850  4493556  9743447  4146499  4321737 9064828  9142007
            1024     512 1096268 3066069  9064828  9142007 9064828 4095102 8895850  4317393  9064828  3304314  5821271 9064828  9142007
            1024    1024  973296 3249318  9064828  8988941 9142007 4064103 8970167  4064103  9045736  4079544  4033569 9064828  8840915
            2048       4  880043 2790928  8029434  8357547 7013303 3021639 6984790  4063729  6939647  2968386  2951050 7846081  7343043
            2048       8  939837 3122697  9441504  9887060 8866519 3600433 8820994  5068389  8793903  3459769  3402216 9441504  9567698
            2048      16  971623 3272598  9140117  8749118 9111033 3901313 8261095  5184636  8940345  3549844  3530875 9359208  9308497
            2048      32 1004458 3379461  9610516  9944290 9621281 4154130 9389900  5197183  9483197  3682233  3690142 9708272  9898453
            2048      64 1003402 3070239  9796850 10084382 8977721 4240255 9708272  5235193  9752360  3786104  3779440 9024882  9990553
            2048     128 1004928 3459769  9308497  9525260 9308497 4293237 9268323  5119743 11380325  3730203  3764533 9359208  9400176
            2048     256  997576 3351769  8229438  9062970 8940345 4136128 8229438  4601407  9525260  3779440  3864455 8949659  9062970
            2048     512 1002933 3346546  8940345  9101380 9062970 3960675 8987113  4460436  9024882  4146110  4356379 9062970  9101380
            2048    1024  994227 3314266  9062970  9189005 9062970 4122233 9024882  4358590  9062970  3260177  5900467 9101380  9149853
            2048    2048  955200 3224685  9015410  8949659 9024882 4104506 8912516  4130162  8987113  4122233  4079167 8987113  9062970
            4096       4  849067 2750624  7983931  7998800 6978564 3035953 6989921  4072211  6724530  2976515  2952980 7784948  7831080
            4096       8  902597 3063563  9440496  9846293 8806550 3624593 8811067  4969868  8426437  3450600  3413576 9373535  9482180
            4096      16  936855 3268741  9202815  9550708 8699523 3867766 8865630  5147054  8906998  3485604  3543113 9373535  9394037
            4096      32  965605 3368069  9222577  9937420 9636422 4149921 9503161  5244471  9100443  3427196  3703511 9779037  9891647
            4096      64  973374 3474326  9751284 10036109 9729195 4284464 9707206  5171846  9773474  3730856  3717133 9795765  9937420
            4096     128  973595 3393349  8824645  9394037 9287391 4298399 9227530  5151685  9247398  3589754  3673419 9332798  9353122
            4096     256  979199 3332786  8829180  9019223 8962759 4028288 8939441  4638436  9571993  3516281  3555579 8642630  8986200
            4096     512  976861 3343814  8920873  8981502 9023961 4031124 8925508  4560858  9081201  3683658  3828122 9042961  9042961
            4096    1024  972713 3346419  8944095  8752710 9081201 4104315 9042961  4399673  9062041  4079948  4311344 9000323  9124610
            4096    2048  959243 3303309  8870207  9000323 9005041 3961410 8531046  4325455  8962759  3217321  5542240 8847367  8642630
            4096    4096  944685 3253882  8459632  8127459 8463799 4000150 8193352  4007615  8292220  4059701  4019805 8224733  8480511
            8192       4  839787 2691966  7537004  8015231 6941633 2923534 6164502  4031505  6809564  2938285  2844394 6901200  7669917
            8192       8  892766 3009575  8734477  9649428 8488485 3524869 8532752  5026435  8714540  3410461  3208849 8358395  9309549
            8192      16  947598 3130212  8679319  9362822 9042498 3778782 8668371  5041185  8941315  3511540  3413171 8614041  9362822
            8192      32  964895 3244298  9021131  9809204 9592853 4047652 8679319  5309142  9276873  3647218  3568061 9266865  9750747
            8192      64  972102 3340825  8817411  9916786 9775714 4235769 9479056  5371390  9717654  3678455  3611945 9427042  9871202
            8192     128  972707 3303247  8679319  9286903 9011667 3925120 8992799  5120061  9192489  3573999  3521978 8932018  9256879
            8192     256  973148 3183872  8384911  8943642 8734477 4116513 8734477  4466476  8934340  3464100  3394960 8577485  8934340
            8192     512  979668 3090236  8144423  8992799 8837822 4097857 8696894  4533661  9023500  3526316  3430551 8577485  8962305
            8192    1024  972680 3101953  8376734  8934340 9071145 4079854 8685901  4514006  9002223  3602478  3558822 8291831  9032989
            8192    2048  959694 3039930  8334066  8932018 8734477 4053382 8325988  4399563  8913481  3723500  3766356 8086916  8826471
            8192    4096  946841 2853370  7656244  8315913 8077411 3865941 7535351  4164914  8224350  3181514  4558321 7315554  8086916
            8192    8192  969004 2585809  6983962  7502444 7230880 3472502 6310553  3463751  6643663  3426104  3304518 6720329  7166033
           16384       4  859328 2147362  5906370  6574890 6360673 2477109 5992382  4090005  6301760  2742985  2338924 5738671  6611579
           16384       8  923924 2331939  6684900  7809203 8024408 2917800 7317740  5030411  7794146  3138620  2577740 6587495  7677462
           16384      16  959865 2377605  6781211  7910787 8241913 3171501 7056252  5171619  8341963  3197473  2684165 6993063  7757194
           16384      32  978912 2494191  7183116  8200605 9132392 3457269 7824319  5333373  8842150  3272853  2721153 7160661  8143270
           16384      64  996890 2505284  7147999  8316724 9017350 3647374 8291637  5423021  9157949  3374754  2687209 7265900  8138448
           16384     128 1000971 2532708  6901759  7880849 8649610 3751922 7910787  5370049  8622478  3278787  2655024 6927502  7780028
           16384     256  993863 2496456  6640970  7499010 8279648 3332207 7634813  4910005  8200605  3163617  2658002 6698584  7468042
           16384     512 1000184 2482478  6593184  7621266 8376536 3568766 7656078  4754420  8139412  3169015  2451569 7233777  7783552
           16384    1024 1003925 2729367  7484309  7910787 8282642 3530991 7964884  4700115  9357474  3228873  2896158 7323979  7651816
           16384    2048  985680 2648577  7301412  7609451 8115381 3407047 7327103  4525840  9082902  2969751  2653281 6516903  7207979
           16384    4096  984790 2273311  6563586  7092667 7034583 3094244 6625603  4360980  8453822  3139910  2954684 6348333  6728755
           16384    8192  956791 2258294  5916541  6424899 5897753 2649394 5736755  3480030  6753222  3050970  3543189 5330063  5622694
           16384   16384  943070 2063226  4235979  4313622 4295556 2380653 4029568  2429812  4038329  2406581  2401283 4026499  4237024
           32768      64  969150 2214050  6426343  6557575 6844976 2563594 7435641  5342870  6964645  2555206  2031113 6446538  6524887
           32768     128  971397 2249012  6187374  6310095 6518388 2624794 7075799  5280060  6631936  2512282  2349632 6201333  6276093
           32768     256  968317 2205416  5985025  6067193 6448050 2604549 6923246  4714756  6472038  2470421  2317891 6027811  6034692
           32768     512  968549 2177567  6119329  6150272 6335692 2595891 6846681  4359155  6619797  2253178  2321023 6115517  6156057
           32768    1024  970930 2217050  6130520  6272370 6520862 2571461 6933375  4572792  6750504  2401443  2340589 6165170  6201333
           32768    2048  970615 2218875  6181530  6289304 6379807 2603710 6802626  4596496  9325604  2677566  2386432 6099775  6131614
           32768    4096  967547 2198010  5957783  6137638 6145597 2570210 6346810  4546622  8733599  2647496  2436826 5808718  5869244
           32768    8192  946641 2110393  5469596  5520123 5416995 2482783 5401878  3601668  6838165  2601886  2420645 5186413  5363930
           32768   16384  928116 1986548  3946015  3995573 3936070 2324320 3860991  2406236  3873286  2141133  2853573 3888959  3957491
           65536      64  953166 2186658  6459993  6484987 6441524 2490991 6977162  5347319  6523618  2202144  2339410 6519131  6543807
           65536     128  959391 2242934  6278502  6314270 6251657 2583103 6729813  5357324  6360292  2362005  2333492 6268480  6257065
           65536     256  969871 2222604  6025143  6069310 6092988 2571745 6364711  4849833  6188462  2332323  2305736 6067569  6069846
           65536     512  962465 2211214  6136242  6193760 6245123 2569533 6601166  4704331  6308184  2323059  2293405 6172204  6172619
           65536    1024  973092 2240630  6193063  6295470 6290716 2428876 6652610  4682454  6370168  2333155  2336387 6247536  6223208
           65536    2048  967219 2221418  6199628  6301532 6278072 2610158 6581883  4635158  6341803  2196759  2344238 6131177  6219547
           65536    4096  962054 2215635  6013543  6119711 6100967 2593535 5982264  4578108  8747441  2376812  2335812 5838428  5906296
           65536    8192  936482 2146681  5426063  5671116 5401009 2522282 5366109  3666955  6821670  2208691  2155992 5306133  5475894
           65536   16384  923953 2006615  3863476  3858920 3863259 2335395 3812411  2457386  3826901  2062242  2049403 3800971  3821368
          131072      64  962646 2228440  6639177  6666955 6486502 2538574 6775832  5476593  6515793  2216633  2380783 6607101  6627492
          131072     128  967950 2252942  6337183  6382282 6236466 2402119 6511934  5444538  6352194  2345766  2332618 6448158  6436833
          131072     256  970802 2225184  6105697  6166651 6116294 2580518 6309763  4957676  6072381  2167842  2311599 6134859  6158224
          131072     512  966921 2255003  6158776  6264751 6218126 2424290 6401903  4815626  6262967  2337935  2331708 6208716  6250719
          131072    1024  966321 2257327  6280712  6360278 6343618 2624799 6327701  4719752  6359910  2187492  2342418 6335723  6347574
          131072    2048  960509 2255512  6295456  6382875 6336599 2630224 6468567  4676472  6395275  2333688  2189199 6327701  6299712
          131072    4096  962215 2232494  6078289  6180586 6177461 2609066 6051859  4560630  6200733  2165050  2304284 6045205  6111670
          131072    8192  943364 2169810  5451773  5639689 5567778 2543013 5456373  3826815  6867757  1950880  2019751 5418192  5537215
          131072   16384  932418 2024556  3814230  3826256 3838921 2196801 3822558  2494900  3789856  1824117  1740318 3813014  3834850
          262144      64  969309 2263432  6840915  6820292 6571160 2541701 6676460  5531165  6680192  2233123  2408749 6789715  6843427
          262144     128  974386 2287666  6656090  6677312 6424639 2624196 6533985  5102762  6545732  2198162  2376172 6601143  6662705
          262144     256  965753 2269192  6240778  6296567 6188790 2609306 6184369  4954232  6228899  2183698  2341489 6242585  6283110
          262144     512  971673 2277728  6358726  6418938 6370442 2618740 6343611  4809008  6353178  2191363  2336941 6347640  6368892
          262144    1024  964558 2265899  6433586  6504184 6447545 2619027 6413135  4606851  6473510  2171592  2326177 6434076  6478774
          262144    2048  967546 2279551  6385500  6505608 6479576 2444397 6513046  4562273  6414220  2174586  2323641 6414557  6470615
          262144    4096  975663 2273184  6189347  6085347 6161427 2452395 6184369  4489986  6274397  2154372  2297413 6133894  6275471
          262144    8192  958293 2206561  5593605  5683323 5692356 2411406 5583692  3726920  5667007  1881286  1998720 5568308  5694065
          262144   16384  916792 2026499  3807307  3831454 3827705 2330170 3817499  2377595  3789305  1623063  1616964 3819448  3823898
          524288      64  960201 2288489  6937489  6983247 6644221 2366228 6814877  5548902  6712877  2250377  2234130 6941453  6977486
