2013-11-03 20:43:55.081346	procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
2013-11-03 20:43:55.081572	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
2013-11-03 20:43:55.081695	 3  0      0 28961304 218344 1225176    0    0     0  1436    2   12  2  4 93  0
2013-11-03 20:44:00.081864	 1  0      0 28949656 218344 1238956    0    0     0   187 22861 22922  0  0 99  0
2013-11-03 20:44:05.082097	 2  0      0 28946864 218348 1239708    0    0     0   266 23963 24223  0  0 99  0
2013-11-03 20:44:10.082375	 1  0      0 28945736 218352 1240716    0    0     0   221 22403 22441  0  0 100  0
2013-11-03 20:44:15.082653	 1  0      0 28944992 218356 1241604    0    0     0   198 24016 24034  0  0 100  0
2013-11-03 20:44:20.082909	 1  0      0 28944000 218356 1242536    0    0     0   197 22638 22658  0  0 100  0
2013-11-03 20:44:25.083183	 1  0      0 28942884 218356 1243616    0    0     0   191 22602 22622  0  0 100  0
2013-11-03 20:44:30.083494	 2  0      0 28942264 218356 1244428    0    0     0   207 22627 22661  0  0 100  0
2013-11-03 20:44:35.083765	 1  0      0 28941272 218360 1245440    0    0     0   190 22635 22659  0  0 100  0
2013-11-03 20:44:40.084020	 1  0      0 28940528 218368 1246192    0    0     0   215 22585 22598  0  0 100  0
2013-11-03 20:44:45.084266	 1  0      0 28939784 218376 1247116    0    0     0   202 23778 23798  0  0 100  0
2013-11-03 20:44:50.084520	 1  0      0 28938544 218380 1248300    0    0     0   209 23166 23202  0  0 100  0
2013-11-03 20:44:55.084802	 2  0      0 28937800 218380 1249048    0    0     0   204 23141 23160  0  0 100  0
