	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 01:42:24 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-3.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  515423 1330167  2772930  3541098 2278628 1226821 1933893  1336792  2379626  1385075  1421755 2801873  3363612
              64       8  703068 1828508  4897948  5389653 3791156 1892980 3057153  2133730  4018152  2203800  2133730 4897948  4897948
              64      16  821391 2278628  6421025  7100397 5283570 2561267 4274062  2923952  5860307  2467108  3022727 6421025  7100397
              64      32  889431 2689580  9006179  9318832 7100397 3203069 4897948  3363612  7100397  2278628  4564786 7940539  9318832
              64      64  889431 2892445  9318832 10402178 9006179 3541098 5860307  3541098  7940539  3541098  3363612 9006179  9318832
             128       4  606082 1359835  3277486  3445772 1778862 1229084 2066432  1377278  2211113  1451764  1424795 3199360  3277486
             128       8  809997 1939522  4889281  5325799 3759450 1905110 3277486  2175277  4104338  2098744  2098744 4717434  5122535
             128      16  955616 2409592  6727225  7176872 5325799 2608629 4717434  2905056  5784891  2843510  2770150 6406138  7082197
             128      32 1040839 2784517  8036304  9129573 7082197 3199360 6114306  3560017  7582312  3759450  3560017 8036304  9129573
             128      64 1067750 3124872  9795896 10779307 9129573 3657016 7176872  3895854  8548124  2464907  4889281 8548124  9795896
             128     128 1000121 3053774 10779307 10567140 9795896 3759450 7476717  3759450  8548124  3785961  3560017 9977956 10567140
             256       4  635047 1375171  3285566  3368013 2266207 1231629 2131261  1361224  2228578  1339154  1407621 3159869  3197509
             256       8  844929 1967260  5022044  5117791 3756894 1911233 3465855  2097948  3605511  2102055  2065659 4819184  4907284
             256      16  999940 2463808  6595234  6761355 5347168 2588541 4929815  2975955  5938650  2726577  2639446 6398720  6761355
             256      32 1084800 2842047  8271916  8534922 7314033 3197509 6398720  3705040  8024634  3326279  3078337 8024634  8271916
             256      64 1158540 3123106  9518507  9868433 8815202 3654598 7735574  4132864  9434868  4070199  3935921 9114515  9518507
             256     128 1190657 3197509  9778562 10245071 8815202 3770085 8024634  4132864  9518507  2463808  5347168 9518507  9778562
             256     256 1103757 3197509  9518507  9778562 9192546 3756894 8271916  3770085  9114515  3823789  3654598 9434868  9518507
             512       4  638408 1383861  3140488  3158966 2143612 1230786 2097550  1391933  2124526  1365383  1417662 3064306  3068685
             512       8  880908 1861217  4973263  4973263 3684733 1815584 3504346  2169601  3628697  2057359  2032051 4838792  4927617
             512      16 1019791 2486072  6319739  6491676 5227492 2575520 4973263  2979282  5115422  2651850  2613128 6246213  6472112
             512      32 1155302 2926501  8109658  8394979 7115451 3196584 6652558  3762197  7988981  3177664  3122224 8018812  8265729
             512      64 1207261 3201349  9510316  9681823 8528336 3634839 7988981  4271001  9681823  3634839  3580298 9145790  9304292
             512     128 1245780 3304808  9468384  9859630 8992598 3795443 8528336  4340054  9859630  4195896  4068701 9304292  9510316
             512     256 1207261 3279573  9344779  9468384 9145790 3788747 8528336  4061007  9304292  2486072  5566231 9145790  9304292
             512     512 1161551 3346002  9468384  9681823 9304292 3822466 8844453  3849877  9468384  3849877  3822466 9468384  9681823
            1024       4  648903 1396825  3140041  3170172 2146618 1236742 2107643  1365299  2138070  1429841  1420384 3074849  3083680
            1024       8  864908 1995982  4995276  5018624 3671521 1878973 3544270  2225595  3668386  2020395  1968537 4898425  4920874
            1024      16  988529 2534194  6364746  6479979 5219904 2586074 5048117  3001782  5200941  2625597  2604895 6317933  6441107
            1024      32 1124099 2993413  8199542  8262639 7113161 3220084 6830356  3764854  7008693  3112733  3083680 8000971  8199542
            1024      64 1157109 3271594  9300377  9485232 8680108 3450311 8326715  4392454  9946527  3291652  3436508 9220512  9402175
            1024     128 1214706 3403826  9485232  9569770 9064828 3849207 8750850  4488860 10454984  3712781  3684119 9300377  9485232
            1024     256 1177088 3369115  9402175  8262639 9142007 3835457 8914314  4249053  9655828  4110780  4114719 9300377  9402175
            1024     512 1247519 3425544  9569770  9300377 9485232 3891053 9142007  4110780  9485232  2516377  5690162 9485232  9569770
            1024    1024 1127937 3469823  9765601  9855234 9655828 3955557 9381637  3955557  8326715  3941039  3923040 9765601  9855234
            2048       4  645869 1402711  3065856  3145567 2137966 1226466 2107025  1371798  2124220  1424342  1403628 3065856  3070239
            2048       8  820448 2025543  4968710  4971585 3592903 1919192 3598924  2197585  3671217  2058058  2054120 4900677  4900677
            2048      16 1011794 2563543  6420913  6149699 5209791 2578935 5080379  3016334  4994712  2615051  2602375 6378005  6440169
            2048      32 1129688 3038742  8059569  8292998 7159438 3234398 6967792  3850597  7106133  3065856  2993211 8097557  8190205
            2048      64 1218291 3351769  9400176  8678404 8643474 3704465 8390200  4462754  8608824  3309159  3396834 9228493  9400176
            2048     128 1231566 3340040  9483197  9525260 9024882 3864455 8940345  4330028 10673302  3500658  3506373 9441504  8784909
            2048     256 1248935 3441748  9179186  9441504 9228493 3887189 8977721  4365235  9853037  3624742  3555722 9308497  9472740
            2048     512 1218291 3441748  9621281  9610516 9525260 3887189 9308497  4104506  9431138  4063729  4188565 9578367  9610516
            2048    1024 1225591 3407614  9708272  9708272 9653719 3975338 8820994  4196751  8987113  2248199  4785996 9708272  9752360
            2048    2048 1177702 3436240  9752360  9752360 9653719 3984558 9483197  4006862  9664580  4006862  3993821 9708272  9697312
            4096       4  684053 1397554  3098371  3145455 2105942 1211145 2103879  1377717  2113455  1390316  1399832 2968287  3075079
            4096       8  877831 2029804  4984287  4876757 3697135 1899838 3592757  2212815  3680502  2027648  2040653 4899008  4906002
            4096      16 1073352 2574609  6451792  6500617 5211065 2545616 5007531  3003050  5083093  2520592  2582349 6408472  6420447
            4096      32 1194888 3065750  8244467  7998800 7200866 3248345 7027089  3771811  7158858  3088901  3082251 8177752  8240513
            4096      64 1270436 3368069  9287391  9399176 8552280 3693161 8356757  4441761  8535284  3325046  3385325 9227530  9287391
            4096     128 1290476 3468014  9414629  9124610 9019223 3882626 8906998  4638436  9000323  3421735  3376675 9373535  9414629
            4096     256 1316182 3468714  9081201  9461292 9242423 3912691 9144037  4399673 10065509  3468714  3477139 9081201  9461292
            4096     512 1320025 3410865  9593374  9593374 9545402 3846119 9440496  4334185  9503161  3666363  3717133 9636422  9641830
            4096    1024 1340731 3360164  9685316  9756822 9701724 3999219 9222577  4358375  9636422  3374022  3445064 9353122  9707206
            4096    2048 1302708 3527834  9679859  9685316 9679859 4011358 9571993  4184286  9503161  2079181  4043458 9636422  9707206
            4096    4096 1232963 3519162  9751284  9729195 9751284 4054910 8552280  4100397  8962759  4011358  4007615 9545402  9795765
            8192       4  650681 1355584  3056697  3112631 2102695 1208624 2101666  1382362  2105401  1413352  1401991 3036169  3086627
            8192       8  881905 1981095  4867641  5025700 3619936 1851797 3528126  2207527  3596068  2020708  1962089 4819168  4929091
            8192      16 1052436 2460804  6321001  6501608 5227560 2570334 4838850  2997498  5271672  2575150  2576116 6006101  6470997
            8192      32 1186913 2975692  7474698  8395155 7236972 3067065 7044097  3893540  7122952  3077228  2868377 7930135  8334066
            8192      64 1239135 3119697  8770148  9502650 8723390 3652258 8428103  4523514  8705708  3354851  3205257 9124139  9505279
            8192     128 1249362 3384927  9204802  9547539 8952964 3923327 8622688  4576535  9090345  3345053  3343751 8659632  9479056
            8192     256 1289498 3396303  8790341  9502650 9172856 3873350 9121717  4444522  9307027  3336931  3288703 8904241  9329772
            8192     512 1314963 3410461  8883522  9739691 9660279 3891776 9121717  4435342  9671156  3342450  3376611 9309549  9739691
            8192    1024 1289450 3386595  9163071  9868367 9845745 3932757 9071145  4428482  9809204  2943571  2935273 8799346  9603578
            8192    2048 1324952 3402019  9227049  9823226 9834473 3967268 9185117  4390007  9471217  2816186  2729821 9112041  9592853
            8192    4096 1268691 3410461  9592853  9526362 9627797 3975070 8837822  4196965  9684785  1971660  3666679 9083135  9625100
            8192    8192 1218309 3010630  8411596  8291831 8588204 3534295 7407022  3481651  7825383  3491912  3195123 8175428  8191020
           16384       4  632439 1230125  2845432  2933619 2069252 1109043 2007357  1380413  2048526  1329639  1292015 2814203  2878446
