	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 01:25:15 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-2.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  516414 1279447  2662899  3363612 2203800 1232453 1879725  1363961  2379626  1392258  1392258 2772930  3363612
              64       8  712397 1780008  5283570  5283570 4018152 1879725 3022727  2133730  4018152  2222043  2067979 4897948  5389653
              64      16  818885 2133730  6421025  7100397 5283570 2561267 4274062  2892445  5389653  2467108  2772930 5860307  7100397
              64      32  852702 2467108  7940539 10821524 7100397 3203069 4897948  3363612  7100397  2561267  4274062 8182586  9318832
              64      64  842003 2662899  9318832 10821524 9318832 3541098 5860307  3791156  9318832  3541098  3203069 9318832 10821524
             128       4  606767 1346196  3199360  3277486 2286447 1048974 2035099  1359835  2166499  1451764  1391557 3053774  3199360
             128       8  794416 1885042  4934216  5545860 3867787 1911894 3277486  2211113  4104338  2098744  2035099 4717434  5325799
             128      16  947186 2367096  6406138  7082197 5545860 2558895 4557257  2905056  5603747  2920861  2727923 6406138  7082197
             128      32 1030846 2784517  8036304  9129573 7476717 3277486 5847904  3657016  7582312  3759450  3468030 8036304  9129573
             128      64 1085013 2969325  9795896 10567140 8548124 3657016 7082197  4012317  9129573  2464907  4934216 9129573 10779307
             128     128 1007629 3053774 10779307 10779307 9129573 3657016 7582312  3895854  9129573  3759450  3560017 9795896 10779307
             256       4  612584 1376935  3159869  3245838 2205688 1243036 2081678  1362952  2170027  1391207  1405778 3078337  3159869
             256       8  850282 1952947  5022044  5117791 3705040 1924938 3511189  2205688  3654598  2081678  2045979 4929815  5022044
             256      16 1012194 2463808  6398720  6719046 5320671 2613746 4840911  2975955  5810112  2719671  2665657 6249745  6554972
             256      32 1112909 2880164  8208677  8534922 7314033 3245838 6398720  3705040  7735574  3368013  3245838 7735574  8208677
             256      64 1175022 3159869  9518507  9868433 8815202 3654598 7791708  4197489  9192546  4054829  3994490 9114515  9434868
             256     128 1178892 3245838  9778562 10245071 8815202 3756894 8271916  4197489  9518507  2557711  5428265 9434868  9778562
             256     256 1122215 3275543  9868433  9434868 9192546 3823789 7965107  3879045  8815202  3756894  3717869 9434868  9434868
             512       4  643960 1391933  3182373  3177664 2160868 1218910 2107844  1398278  2150051  1430887  1422357 3086326  3122224
             512       8  859060 1975959  4916336  4973263 3684733 1910902 3527371  2237414  3653390  2057359  2039772 4838792  4916336
             512      16 1034530 2497638  6319739  6491676 5278892 2572435 4916336  2979282  5164632  2651850  2584820 6395018  6472112
             512      32 1158418 2958758  8265729  8234036 7115451 3220553 6652558  3822466  7988981  3177664  3140488 8018812  8109658
             512      64 1210664 3220553  9468384  9638369 8562340 3653390 8018812  4375425  9859630  3628697  3556580 9304292  9510316
             512     128 1213400 3325278  9814569 10044089 9145790 3822466 8701110  4375425 10235583  4195896  4195896 9510316  9638369
             512     256 1267845 3304808  9304292  9107004 8992598 3140488 8528336  4061007  9145790  2532990  5566231 9145790  7211022
             512     512 1166599 3372274  9510316  9638369 9468384 3849877 8808176  3877684  9304292  3877684  3849877 9510316  9638369
            1024       4  655139 1397280  3151562  3191372 2150918 1199106 2052253  1393200  2150918  1418039  1421795 3092561  3103735
            1024       8  867704 2003431  4995276  5018624 3696803 1909888 3567824  2246550  3696803  1939207  1962242 4920874  4926518
            1024      16 1013727 2540189  6441107  6519323 5251818 2586074 5042191  3001782  5219904  2516377  2612819 6364746  6479979
            1024      32 1150600 3020783  8183918  8262639 7160597 3249318 6918376  3849207  7066349  3083680  3057339 8122014  8262639
            1024      64 1200447 3311958  9402175  9569770 8680108 3696803 8391792  4415030 10354166  3469823  3436508 9220512  9381637
            1024     128 1226500 3436508  9655828  9655828 9161508 3894582 8822754  4550690 10557785  3591693  3738636 9485232  9655828
            1024     256 1275301 3403826  9485232  9485232 9142007 3863055 8914314  4270175  9743447  3894582  4142499 9402175  9485232
            1024     512 1304348 3436508  9569770  9485232 9569770 3880507 9142007  4130547  9485232  2541692  5690162 9485232  9569770
            1024    1024 1178380 3506651  9765601  9655828 9743447 3970183 9320560  3984917  9655828  3984917  3970183 9743447  9832672
            2048       4  654780 1398145  3136379  3080148 2144371 1219675 2128431  1374432  2102899  1408692  1368084 3093459  3084572
            2048       8  871472 2023634  5032754  5044577 3677503 1875611 3600433  2197585  3663388  2052157  2013672 4960102  4911886
            2048      16 1034956 2565840  6440169  6483920 5277002 2602375 5104531  2998435  5235193  2569678  2619037 6401772  6459541
            2048      32 1134013 3061485  8261095  8365686 7183386 3159451 6990474  3864455  7112016  3102397  3093459 8229438  8284999
            2048      64 1202599 3367537  9525260  9567698 8713618 3717289 8464610  4472047  8678404  3402216  3276342 9349021  9483197
            2048     128 1246398 3390131  9578367  9567698 9149853 3938881 8940345  4552633 10490809  3569018  3436240 9441504  9483197
            2048     256 1265868 3346546  9483197  9525260 9228493 3848872 9101380  4365235 10037248  3683812  3675930 9431138  9483197
            2048     512 1273562 3459769  9610516  9664580 9567698 3806235 9359208  4276140  9567698  4204968  4204968 9653719  9664580
            2048    1024 1286533 3530875  9024882  9752360 9664580 3991965 9483197  4207028  9653719  2228370  4783331 9708272  9024882
            2048    2048 1186486 3459769  9752360  9752360 9708272 4014352 9525260  4031308  9653719  4031308  4023754 9708272  9708272
            4096       4  669289 1398920  3140855  3122019 2143249 1226712 2113455  1377165  2128907  1406594  1402804 3088901  3059199
            4096       8  859431 2013626  5007531  5013377 3644585 1880704 3546038  2230918  3580030  2058256  2037749 4934183  4935601
            4096      16 1067483 2563468  6420447  6449370 5278308 2576153 5120972  2972395  5244471  2625764  2594046 6401308  6430059
            4096      32 1184507 3072878  8256354  8308260 6941906 3245890 7024216  3813675  7138037  3088901  3086681 8209013  8276241
            4096      64 1268466 3335375  9348033  9373535 8620945 3670280 8497289  4462528  8569343  3368730  3305851 9287391  9327731
            4096     128 1306175 3524939  9524234  9571993 9105266 3871253 8981502  4612286  8770583  3458937  3462422 9529517  9524234
            4096     256 1324298 3474326  9440496  9476950 9267351 3894067 9144037  4307020  9823772  3471518  3488435 9440496  9461292
            4096     512 1326445 3447830  9636422  9663524 9545402 3934195 9461292  4329816  9524234  3643812  3583016 9636422  9658092
            4096    1024 1335001 3491981  9773474  9773474 9701724 3934195 9593374  4335279  9707206  3454069  3500519 9751284  9773474
            4096    2048 1326343 3519162  9729195  9729195 9663524 3953206 9545402  4200656  9707206  2233528  4171080 9707206  9729195
            4096    4096 1322972 3586757  9183139  9663524 9663524 4015108 9227530  4059701  9636422  4058742  4059701 9620234  9685316
