	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 01:59:30 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-4.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  520419 1255511  2662899  3363612 2203800 1226821 1933893  1363961  2278628  1392258  1363961 2923952  3203069
              64       8  718114 1828508  5389653  5735102 3958892 1879725 3057153  2203800  4274062  2222043  2203800 4988978  5283570
              64      16  818885 2379626  7100397  7940539 5283570 2561267 4274062  2801873  5283570  2561267  2923952 6421025  7100397
              64      32  863676 2561267  9006179 10821524 7100397 3203069 5283570  3541098  7100397  2467108  4564786 7940539  9318832
              64      64  863676 2923952 10821524 10821524 9318832 3541098 6421025  3541098  8182586  3363612  3363612 9006179 10821524
             128       4  612303 1377278  3277486  3560017 2326073 1065630 2098744  1391557  2211113  1467639  1436229 3199360  3359523
             128       8  805138 1967960  5325799  5847904 3867787 1939522 3468030  2202044  4267461  2098744  2098744 4934216  5545860
             128      16  934004 2464907  6812590  7082197 5603747 2621367 4759253  2905056  5847904  2843510  2784517 6406138  7082197
             128      32 1040839 2843510  8548124  9129573 7476717 3199360 6114306  3657016  8036304  3759450  3657016 8036304  9129573
             128      64 1032829 3124872  9795896 10779307 8548124 3657016 7082197  3895854  9129573  2464907  5122535 8414153  9795896
             128     128 1030846 3124872 10779307 10779307 9795896 3785961 7476717  3759450  9129573  3759450  3657016 9129573 10567140
             256       4  632056 1391207  3285566  3368013 2266207 1243036 2118645  1384034  2247235  1437779  1415041 3197509  3285566
             256       8  853662 1967260  4929815  5242734 3770085 1921494 3454704  2242541  3705040  2097948  2030503 4929815  5022044
             256      16  999940 2458168  6554972  6891544 5428265 2613746 4907284  2975955  5971678  2726577  2639446 6249745  6554972
             256      32 1117543 2880164  8271916  8534922 7518900 3236056 6398720  3756894  8024634  3285566  3236056 7965107  8534922
             256      64 1168627 3123106  9778562 10245071 8815202 3667079 7735574  4181144  9518507  4054829  3879045 9192546  9434868
             256     128 1184092 3197509 10245071 10245071 9192546 3823789 8271916  4054829  9434868  2509882  5455847 9114515  9868433
             256     256 1128110 3197509  9434868  8815202 9114515 3823789 8271916  3823789  9114515  3823789  3705040 9114515  9868433
             512       4  640694 1383861  3259661  3259661 2246778 1164070 2150051  1387437  2214344  1391933  1394645 3182373  3220553
             512       8  859060 1992458  5115422  5164632 3795443 1917728 3556580  2225819  3736016  2065273  2022482 5019764  5079126
             512      16 1044594 2497638  6571132  6652558 5331314 2572435 5067142  2975154  5278892  2638816  2600470 6472112  6551087
             512      32 1155924 2958758  8109658  8140399 7211022 3220553 6736026  3788747  8018812  3158966  3081897 8109658  8265729
             512      64 1216149 3201349  9468384  9638369 8701110 3628697 8109658  4305250  9859630  3610395  3533174 9145790  9468384
             512     128 1252318 3304808  9859630 10044089 9107004 3788747 8265729  4305250 10235583  4163357  4091959 9468384  9681823
             512     256 1248678 3299730  9304292  9510316 9145790 3736016 8528336  4030519  9304292  2509312  5624545 9304292  9304292
             512     512 1153441 3366987  9681823  7410080 9304292 3849877 8808176  3877684  9344779  3877684  3822466 9510316  9468384
            1024       4  643555 1402756  3121783  3121783 2150918 1238168 2111788  1391395  2159571  1420384  1405050 3074849  3074849
            1024       8  848337 2008114  4972145  4995276 3646583 1907343 3544270  2222141  3655895  2043465  1980337 4876180  4898425
            1024      16 1004011 2541692  6355328  6431462 5277632 2547723 5042191  3001782  5175871  2450338  2604895 6317933  6393168
            1024      32 1127641 3003881  8262639  8326715 7101400 3200886 6863100  3849207  7054742  3083680  3057339 8061038  8246774
            1024      64 1174513 3281592  9402175  9464330 8542002 3684119 8326715  4339202  9832672  3403826  3390391 9142007  8000971
            1024     128 1223356 3401130  9655828  9655828 9142007 3849207 8750850  4451639 10557785  3722435  3671521 9485232  9569770
            1024     256 1223356 3390391  9381637  9485232 9142007 3835457 8840915  4215688  9655828  4162573  4130547 9402175  9485232
            1024     512 1262926 3390391  9569770  9655828 9485232 3880507 9142007  4126579  9402175  2497356  5690162 9464330  9655828
            1024    1024 1167807 3483896  9743447  9743447 9655828 3937426 9300377  3712781  9569770  3970183  3941039 9655828  9743447
            2048       4  649139 1411470  3165272  3169944 2151353 1200582 2137966  1377297  2148662  1399968  1413328 3102397  3093459
            2048       8  827482 2033695  5006356  5018054 3624742 1921339 3500658  2233004  3709263  2039974  2009902 4934459  4948672
            2048      16  977149 2575842  6464402  6523312 5032754 2592166 5107566  3016334  5238385  2618239  2611870 6420913  6503556
            2048      32 1121576 3065856  8261095  7754008 7213548 3271351 6990474  3702868  7165410  3057127  3038742 8128206  8221561
            2048      64 1199074 3341339  9101380  9268323 8531869 3690142 8325147  4358590  8464610  3330973  3324528 9101380  8531869
            2048     128 1236708 3452815  9525260  9567698 9101380 3871422 8903279  4511980 10660056  3507805  3506373 9483197  9525260
            2048     256 1298788 3447273  9389900  8793903 9268323 3901313 9111033  4374126  9610516  3669648  3657149 9431138  9441504
            2048     512 1300361 3374151  9610516  9708272 9567698 3915540 9308497  4248644  9567698  4180412  4204968 9621281  9664580
            2048    1024 1334295 3517861  9653719  9796850 9664580 3969827 9483197  4196751  9664580  2423929  4591569 9708272  9752360
            2048    2048 1312882 3549844  9664580  9653719 9653719 3999400 9431138  4023754  9567698  4023754  3999400 9653719  9664580
            4096       4  690015 1396986  3136268  3091124 2133136 1224177 2121284  1388406  2100535  1408554  1405673 3036489  3054304
            4096       8  891404 2020731  5000244  5007531 3595765 1884210 3586757  2222548  3660115  2023588  2011740 4842392  4935601
            4096      16 1078202 2580797  6281934  6480999 5263753 2603876 5133213  2979096  5217395  2612587  2610602 6401308  6420447
            4096      32 1197970 3031667  8292220  8328399 7173805 3202328 7038605  3875619  7123239  3000952  3036489 8224733  8272256
            4096      64 1270812 3379332  9373535  9019223 8638284 3713919 8162211  4409837  8586475  3303309  3300136 8906998  9307517
            4096     128 1301623 3504089  9503161  9524234 9042961 3839243 8902382  4566920  9062041  3441614  3351642 9482180  9482180
            4096     256 1307766 3453374  9394037  9100443 9144037 3901141 8824645  4447510  9751284  3413576  3422417 9394037  9414629
            4096     512 1328189 3439547  9287391  9663524 9550708 3923414 9440496  4348447  9503161  3703511  3723578 9636422  9658092
            4096    1024 1337703 3533639  9332798  9779037 9685316 3984379 9529517  4338563  9614850  3465915  3503374 9247398  9751284
            4096    2048 1348624 3568133  9658092  9707206 9685316 3942321 9566663  4244242  9685316  2217671  4167033 9685316  9701724
            4096    4096 1274016 3601796  9729195  9394037 9685316 4011358 9614850  4059701  9729195  4055868  4051086 9707206  9685316
            8192       4  655309 1399878  3144824  3124519 2121258 1221774 2119557  1394141  2106950  1410683  1407332 3093853  3072825
            8192       8  895418 2027266  4979812  5041185 3634487 1881096 3599082  2251797  3578839  2044394  2042935 4905166  4891201
            8192      16 1063084 2577082  6542461  6569983 5218033 2591661 5168583  3042891  5178710  2624722  2618921 6470997  6445505
            8192      32 1184663 3065970  8368573  8417779 7173514 3273975 7032563  3961322  7236972  3031882  3027341 8317926  8216483
            8192      64 1257041 3389267  9479056  9547539 8752276 3708630 8461310  4488649  8524285  3306108  3283361 9450378  9523721
            8192     128 1287228 3465148  9568810  9614327 9163071 3913942 9102385  4597355  9175306  3378271  3386261 9582152  9582152
            8192     256 1298465 3434666  9481672  9558162 9175306 3930957 9030615  4490996  9182662  3391944  3390940 9350083  9558162
            8192     512 1317433 3510105  9547539  9750747 9635897 3944043 9558162  4409161  9742452  3501163  3511540 9728660  9764602
            8192    1024 1327717 3526316  9834473  9695717 9845745 4019714 9568810  4437634  9789641  3044239  3072825 9617018  9893942
            8192    2048 1330905 3566579  8981046  9823226 9812005 3968642 9638600  4354953  9742452  2886449  3001950 9547539  9845745
            8192    4096 1318951 3538663  9660279  9728660 9649428 3974610 9393538  4211884  9671156  2000473  3662380 9458182  9635897
            8192    8192 1213961 3132781  8471741  8358395 8532752 3493332 8150218  3560297  8142493  3523423  3544504 8452984  8317926
           16384       4  637437 1303410  2902886  2949991 2069252 1141428 2039346  1384724  2055450  1315461  1270563 2852400  2910016
           16384       8  810975 1798101  4453395  4618925 3527910 1762453 3423340  2241938  3477916  1947896  1865004 4432998  4579220
           16384      16  950795 1938719  5611216  5851052 5119987 2299478 4881752  2993555  5005860  2425866  2278058 5608926  5793340
           16384      32 1043024 2616409  7017343  7393320 6887233 2896768 6547951  3874181  6783888  2821366  2684165 7102196  7447000
           16384      64 1092696 2767954  7892616  8333870 8203541 3362864 7652668  4504775  8159708  2874353  2852874 7827884  8233027
           16384     128 1123109 2927246  7463986  8212365 8649610 3490458 8191806  4642641  8507196  3144076  2929368 8063011  8291637
           16384     256 1138553 2903868  8018790  8295640 8295640 3386562 8528311  4445041  8714325  3104168  2888003 7903509  8139412
           16384     512 1156157 2924132  8221207  8427902 8992570 3497208 8747603  4421020  8963247  3150707  2932993 8035668  8445510
           16384    1024 1163636 2929368  8167466  8328820 8983166 3495607 8595515  4474272  9751862  2658002  2476484 7888086  8290636
           16384    2048 1162986 2807419  7835024  8150997 8591217 3361383 8515629  4169920  9775444  2265740  2220065 7498192  7780028
           16384    4096 1144298 2597716  7470478  7702417 7843072 3076788 7765083  4364580  9728392  2411818  2211065 6889995  7298310
           16384    8192 1117756 2405149  6405137  7001613 6455681 2670189 6370107  3516536  8030973  1864802  2801125 5953446  6196634
           16384   16384 1065702 2167478  4397256  4507139 4513355 2367285 4194609  2394589  4233631  2375879  2389676 4208739  4432712
           32768      64 1040315 2209707  6383956  6452894 6250974 2401149 6870983  4515996  6456835  2352689  2206585 6392567  6440496
           32768     128 1080700 2276202  6385142  6352677 6509435 2490521 7062346  4665145  6715868  2382956  2254583 6326069  6390189
           32768     256 1099047 2304676  6345345  6307488 6644118 2398468 7144954  4539713  6761796  2409780  2272589 6335692  6372707
           32768     512 1115315 2347946  6536679  6622349 6725728 2571220 7407189  4444294  7066704  2428687  2308431 6501736  6585225
           32768    1024 1121311 2370012  6589013  6738258 6992638 2604154 7435239  4467408  7306383  2018110  2061796 6590277  6663123
           32768    2048 1123621 2377762  6709312  6795563 6943884 2611229 7171798  4482123  9831249  2043920  1891800 6526436  6649261
           32768    4096 1113760 2347425  6602624  6750835 6861036 2604351 6815107  4463636  9743431  1974589  1826144 6136268  6468383
           32768    8192 1094199 2286845  5977476  6388704 6014884 2534053 5775035  3671912  7479342  2085131  1974703 5625411  5874512
           32768   16384 1058192 2151254  4193561  4204722 4179024 2356036 4093514  2446107  4084754  1642183  2499626 4096442  4164715
           65536      64 1029386 2188556  6403110  6371940 5979531 2349126 6378890  4514127  6131177  2222532  2192134 6320368  6383186
           65536     128 1054955 2245151  6326477  6356027 6146670 2452519 6611805  4695171  6255783  2263360  2237730 6349274  6362206
           65536     256 1078410 2256134  6310066  6303410 6246259 2496307 6650035  4482328  6327060  2258525  2242550 6285825  6313110
           65536     512 1097567 2330070  6524237  6551605 6527491 2428876 6956502  4485400  6617694  2313148  2283877 6500323  6520368
           65536    1024 1102816 2348624  6641840  6685293 6649230 2582400 6935090  4471027  6792676  1952621  2035396 6624552  6635907
           65536    2048 1107495 2362005  6631904  6696857 6666162 2597750 6858777  4440977  6835071  1788500  1853553 6599106  6611805
           65536    4096 1104731 2357406  6560675  6677173 6683992 2599691 6742358  4501118  9720623  1762062  1789770 6447870  6530127
           65536    8192 1090630 2299582  5922841  6189576 6008548 2542933 5871852  3697587  7673265  1793834  1700642 5776711  5968106
           65536   16384 1059905 2148661  4086807  4106774 4069021 2373713 4044653  2477252  4041442  1905119  1852241 4044951  4075900
          131072      64  838313 1835432  6450125  6455426 5918556 2035372 6075737  4519575  6084209  1670706  1828978 6438039  6442188
          131072     128  846132 2016085  6397880  6419096 6171289 2201931 6405334  4722630  6184062  1692609  1842581 6381245  6374807
          131072     256  912129 1885225  6327992  6336015 6205773 1888074 6418496  4551568  6250790  1821325  1820191 6307012  6320717
          131072     512  886771 1980118  3684571  3186679 3391883 2100478 6593867  4470402  6538189  1753915  1862273 6545428  6549951
          131072    1024  907525 1916815  6691461  6694884 6660170 2197794 6866728  4457317  6650663  1585943  1650859 6669624  6668248
          131072    2048  889299 1924188  6643991  6698963 6656138 2007633 6826652  4541041  6735403  1504272  1473596 6616484  6644955
          131072    4096  952918 1887367  6557217  6690810 6652675 2066931 6557217  4525044  6693498  1380561  1433953 6542468  6592839
          131072    8192  850223 2045893  5821044  6089061 5929216 1974181 5845679  3634633  7465065  1450888  1350241 5799429  5986094
          131072   16384  903839 1711415  4023836  4026783 4009690 1997283 4024690  2516749  3998520  1431447  1423349 4004637  4028878
          262144      64  724715 1284125  6525376  6510462 5860067 1228668 6047858  4481093  6081645  1159360  1260410 6509151  6530880
          262144     128  798076 1197934  6488409  6527507 6119862 1278531 6178253  4705266  6232465  1118633  1179903 6481333  6496114
          262144     256  804685 1104601  6381127  6372916 6165020 1193652 6233065  4568965  6248084  1191714  1118905 6369187  6363621
          262144     512  798102 1217180  6557366  6587025 6493851 1182724 6510307  4483012  6512737  1149158  1165197 6582924  6583200
          262144    1024  799917 1159134  6732879  6736509 6676947 1202610 6675082  4484017  6691128  1149829  1117103 6721108  6675244
          262144    2048  799848  737359  6683928  6741011 6702712 1182832 6786739  4522528  6689214  1092061  1166208 6653915  6717495
          262144    4096  819217  761764  6623491  6720615 6665896 1223993 6659638  4556016  6586709  1068714  1036084 6603641  6678001
          262144    8192  814304 1056775  6004362  6134749 6082957 1085680 5924705  3802541  5981887  1080053  1068540 5981204  6074354
          262144   16384  828387 1088647  4027340  4036463 4030130 1087612 4014518  2508457  3990260   991583  1135760 4017290  4028462
          524288      64  699655  718499  6548691  6545183 5932742  705016 6055666  4499392  5959448   722282   716882 6530663  6549823
          524288     128  682309  723724  6461846  6495688 6119927  755033 6220561  4739715  6166001   741504   728243 6476538  6470535
          524288     256  700919  742593  6393052  6382475 6212161  755435 6231578  4524294  6221441   751072   744429 6387443  6397124
          524288     512  686451  722783  6609294  6593579 6503853  748084 6517675  4484473  6506836   734724   726978 6602547  6607209
          524288    1024  690554  746045  6744129  6753864 6676172  777260 6683762  4450736  6678078   743562   714886 6728467  6745432
          524288    2048  713046  782470  6716137  6761506 6719318  769573 6702892  4467000  6718189   747158   701773 6727335  6749490
          524288    4096  724932  731583  6663125  6733803 6720344  768449 6659412  4524759  6719318   752422   697943 6658726  6704200
          524288    8192  700713  756139  5972947  6040744 6011154  751565 5962356  3697528  6005785   753574   671180 6033154  6102400
          524288   16384  711943  692094  4023758  4022183 4027472  770115 4018177  2521197  4013813   727605   759640 4012773  4023515
         1048576      64  612628  614026   339462   340302  286622  566112  330661  4525615   485414   615359   617721  381215   374563
         1048576     128  630893  639237   338481   343905  402453  623942  449123  4649880   606572   626062   615875  446665   432725
         1048576     256  623821  642239   336641   336989  512204  647686  606937  4513363   621206   600583   618218  502937   489147
         1048576     512  611094  632319   326985   343795  593301  627666  643764  4476005   717094   628743   621476  512328   509744
         1048576    1024  618404  622240   340075   338896  655271  639112  656477  4553145   765970   621463   622009  530480   525397
         1048576    2048  623974  630489   343447   338875  635110  616915  705956  4568341   772988   617855   615189  540306   535105
         1048576    4096  603438  627730   345742   338434  693641  641709  774491  4582354   815703   617634   609149  580857   559919
         1048576    8192  606732  629308   340560   336910  676622  638215  832032  3915211   931186   611068   608788  546733   560183
         1048576   16384  619663  623049   340087   338566  699068  627946  760778  2559174   850165   606776   613998  537944   541041
         2097152      64  569766  591243   339162   342125  125178  554311  132740  4509644   305813   558265   589271  320483   316967
         2097152     128  583671  589390   336647   341895  189212  584615  207556  4651933   368661   592683   585032  346791   350620
         2097152     256  574995  582328   328980   341344  245762  585143  266566  4507396   357717   586700   575961  378578   366551
         2097152     512  588500  575412   346821   331933  282418  591418  301141  4460867   374755   593007   571164  395893   391634
         2097152    1024  584564  593530   343701   336617  305981  598402  322540  4527550   383118   586220   584508  403437   410786
         2097152    2048  586195  593758   332197   344040  332113  591516  366995  4573393   393167   577000   585232  405663   409070
         2097152    4096  581728  588186   324442   328423  350110  595458  386612  4609814   393509   586239   586570  409857   419374
         2097152    8192  581974  587043   347147   347520  358388  583313  399966  3948019   410097   569486   581745  413887   413405
         2097152   16384  575808  579969   335013   335482  370466  579246  391237  2612528   426456   574510   578875  409824   423113

iozone test complete.
Excel output is below:

"Writer report"
