	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 02:33:41 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-6.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  508587 1255511  2689580  3406295 2133730 1204796 1892980  1330167  2278628  1421755  1363961 2772930  3203069
              64       8  688639 1780008  4897948  5283570 3958892 1828508 3203069  2203800  3958892  2133730  2067979 4897948  5389653
              64      16  809014 2203800  6421025  7100397 5860307 2561267 4274062  2923952  5860307  2467108  2801873 5860307  7100397
              64      32  863676 2444640  9318832  9006179 7100397 3022727 5389653  3363612  7100397  2379626  4018152 7940539  9006179
              64      64  877797 2662899  9318832 10821524 8182586 3541098 5860307  3541098  7940539  3588436  3022727 7940539  9006179
             128       4  600657 1363288  3124872  3277486 2248149 1254941 2027414  1291158  2175277  1363288  1421023 3053774  3199360
             128       8  814915 1878447  5122535  5379161 3867787 1905110 3277486  2166499  4135958  2132084  2066432 4889281  5122535
             128      16  940549 2326073  6812590  7082197 5325799 2621367 4557257  2905056  5784891  2843510  2714132 6114306  7082197
             128      32 1032829 2784517  8548124  9795896 7476717 3199360 6114306  3657016  7917784  3785961  3359523 7582312  8548124
             128      64 1085013 2985839  9977956  9795896 8414153 3560017 6727225  3867787  8548124  2511022  4596273 9129573  9795896
             128     128 1022989 3053774 10567140 10567140 9795896 3657016 7582312  3895854  8548124  3785961  3468030 9795896  9795896
             256       4  635047 1340826  3197509  3245838 2228578 1248819 2081678  1267990  2170027  1415041  1422540 3087188  3123106
             256       8  859127 1970871  5117791  5117791 3717869 1924938 3465855  2205688  3654598  2118645  2065659 4907284  5022044
             256      16 1007446 2486631  6398720  6554972 5022044 2588541 4840911  2975955  5810112  2692393  2665657 6398720  6595234
             256      32 1099237 2872459  8271916  8534922 7120034 3207059 6398720  3717869  8024634  3326279  3197509 7965107  8271916
             256      64 1173737 3123106  9434868  9868433 8534922 3654598 7735574  4197489  9518507  4132864  3879045 9114515  9434868
             256     128 1190657 3197509  9868433 10245071 8815202 3770085 8024634  4054829  9434868  2486631  5347168 9114515  9518507
             256     256 1117543 3245838  9868433  9868433 9434868 3770085 7518900  3879045  9114515  3823789  3756894 9114515  9868433
             512       4  643960 1383861  2845081  3177664 2152206 1234323 2099600  1391032  2132967  1426135  1417662 3064306  2811557
             512       8  878386 1985091  4973263  5067142 3684733 1910902 3527371  2225819  3659616  2039772  2049505 4882800  4916336
             512      16 1041049 2497638  6414119  6472112 5278892 2575520 4973263  2942541  5214798  2638816  2613128 6319739  6472112
             512      32 1155302 2926501  8140399  8394979 7091952 3196584 6652558  3795443  7988981  2875558  3122224 7988981  8140399
             512      64 1207261 3196584  9304292  9468384 8701110 3628697 7988981  4228947  9638369  3628697  3533174 9145790  9344779
             512     128 1248678 3259661  9344779  9468384 8844453 3768799 8394979  4195896  9859630  4030519  4030519 9145790  9344779
             512     256 1258188 3284589  9510316  9468384 9145790 3634839 8528336  4099771  9468384  2509312  5566231 9304292  9344779
             512     512 1171691 3372274  9510316  9638369 9468384 3849877 8808176  3877684  9510316  3877684  3849877 9468384  9681823
            1024       4  656040 1363565  3151562  3170172 2086145 1230718 2120127  1393200  2142335  1424624  1419915 3074849  3092561
            1024       8  857654 1992279  5018624  4654248 3668386 1896395 3556008  2236023  3659010  2051273  2039583 4898425  4926518
            1024      16  984450 2534194  6364746  6441107 5251818 2586074 5018624  2985091  5169641  2619192  2592318 6317933  6393168
            1024      32 1142945 3003881  8137402  8199542 7113161 3210456 6830356  3821805  7008693  3112733  3074849 8000971  8122014
            1024      64 1178380 3281592  9320560  9402175 8525047 3671521 8246774  4339202  9743447  3436508  3411938 9142007  9240349
            1024     128 1254808 3335105  9402175  9485232 8914314 3791442 8680108  4415030 10557785  3643490  3615883 9320560  9300377
            1024     256 1214706 3401130  9485232  9569770 9045736 3880507 8895850  4265934  9655828  4178773  4146499 9485232  9464330
            1024     512 1301187 3436508  9569770  9569770 9381637 3908759 9142007  3891053  9402175  2541692  4654248 9485232  9677584
            1024    1024 1154621 3483896  9743447  9743447 9655828 3951918 9320560  3984917  9655828  3970183  3951918 9569770  9743447
            2048       4  645869 1404776  3145567  3165272 2109095 1231389 2122121  1384623  2142232  1404546  1417292 3084572  3089009
            2048       8  826845 1990343  4994712  5029807 3717289 1882599 3598924  2243502  3690142  1992189  2037554 4923146  4741090
            2048      16  970087 2566606  6420913  6185123 5212953 2543804 5068389  3016334  5020987  2608697  2596083 6378005  6154104
            2048      32 1085299 3047366  8229438  8284999 7135648 3140967 6967792  3835124  7106133  3074635  3065856 8089930  8229438
            2048      64 1178510 3351769  9179186  9268323 8498106 3690142 8284999  4330028  8456277  3362265  3357009 9149853  9228493
            2048     128 1219848 3297725  9400176  9441504 8977721 3806235 8793903  4490751 10834854  3447273  3441748 9308497  9359208
            2048     256 1267362 3351769  9441504  9431138 9228493 3901313 9062970  4223576  9708272  3657149  3677503 9400176  9431138
            2048     512 1280778 3470953  9664580  9708272 9567698 3922692 9359208  4257067  9483197  4006862  4215286 9610516  8940345
            2048    1024 1292923 3525079  9752360  9763445 9708272 3850597 9567698  4204968  9653719  2395538  4601407 9752360  9752360
            2048    2048 1283266 3549844  9708272  9752360 9024882 3984558 9441504  4016229  9653719  3878414  4006862 8940345  9664580
            4096       4  679830 1400288  3143729  3163410 2121022 1234114 2120237  1386165  2108009  1412027  1420198 3042943  3086681
            4096       8  888086 2012918  4982841  5007531 3693955 1900679 3602551  2230918  3660115  2039927  2052110 4796426  4899008
            4096      16 1064440 2569603  6420447  6300364 5192166 2581185 5069594  3002525  5171846  2564616  2588965 6389405  6442115
            4096      32 1188276 3020473  8193352  8240513 7161842 3245277 6989921  3856480  7123239  3058654  3049966 8127459  8158335
            4096      64 1251465 3365430  8962759  9348033 8535284 3710710 8430572  4302706  8535284  3321831  3263773 9247398  9312562
            4096     128 1288541 3436107  9307517  9373535 8981502 3747131 8829180  4491697  8939441  3228203  3360164 9267351  9312562
            4096     256 1303202 3477139  9419791  9482180 9267351 3923414 8793028  4442909 10112910  3436107  3491271 9440496  9435311
            4096     512 1323890 3491981  9267351  9658092 9524234 3938705 9440496  4275933  9593374  3699523  3730856 9593374  9641830
            4096    1024 1325933 3530734  9707206  9751284 9685316 3980686 9566663  3754501  9663524  3374022  3497668 9701724  9729195
            4096    2048 1305282 3561476  9636422  9707206 9636422 4031124 9207748  4274869  9636422  2193882  4128976 9588020  9685316
            4096    4096 1266876 3552638  9685316  9729195 9679859 4039655 9503161  4019805  9593374  4076076  3972402 9503161  9707206
            8192       4  657202 1374015  3073925  3131353 2122831 1212034 2103210  1383754  2114080  1413352  1401019 3028408  3064876
            8192       8  889945 2004324  4929091  4974045 3691893 1896776 3569544  2221227  3624901  2050005  2039298 4866952  4882166
            8192      16 1064995 2531699  6379683  6425016 5234728 2568797 5095007  3026275  5174810  2603048  2569758 6384425  6501608
            8192      32 1189173 3012742  8134781  8358395 7199064 3218769 6978288  3828039  7154097  3036437  3021750 7891886  8307870
            8192      64 1251091 3338228  9172856  9403821 8471741 3730372 8455064  4505719  8642207  3291223  3264953 9092750  9373038
            8192     128 1288290 3369657  9234488  9460786 8892719 3842595 8865185  4543853  9052027  3305789  3280853 9061576  9492149
            8192     256 1304033 3460959  9373038  9592853 9362822 3913942 9299470  4498640  9360271  3407755  3420647 9416708  9582152
            8192     512 1324288 3493687  9558162  9775714 9638600 3947668 9592853  4421075  9560822  3529576  3555507 9753515  9764602
            8192    1024 1334420 3532479  9845745  9916786 9823226 3995873 9753515  4449702  9834473  3049913  3084410 9845745  9905351
            8192    2048 1329412 3555507  9614327  9859872 9798016 4021596 9536939  4404075  9558162  2947864  2999591 9547539  9823226
            8192    4096 1321894 3503662  9481672  9717654 9614327 3909933 9342456  4253598  9513174  2012306  3653812 9224572  9547539
