	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 04:10:29 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-4.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  392561 1017549  2203800  2662899 1780008  939223 1562436   969761  1780008  1070292  1066042 2379626  2561267
              64       8  512471 1336792  3541098  3541098 2662899 1392258 2278628  1452528  2662899  1638743  1562436 3406295  3541098
              64      16  571375 1599680  5283570  5735102 4274062 1780008 3406295  1933893  4018152  1879725  2133730 5283570  5860307
              64      32  603489 1828508  7100397  7100397 5860307 2133730 4207076  2203800  5860307  1933893  3057153 6421025  7100397
              64      64  598110 2067979  7940539  7940539 7100397 2379626 5389653  2379626  7100397  2467108  1734015 7100397  8182586
             128       4  453896 1065630  2608629  2660335 1749872  940549 1622919   976473  1727352   962469  1093856 2558895  2621367
             128       8  571257 1421023  3445772  3657016 2621367 1363288 2367096  1436229  2608629  1521718  1543594 3536566  3445772
             128      16  640042 1778862  5325799  5122535 4267461 1778862 3759450  1967960  4407601  2035099  2027414 4267461  5325799
             128      32  656477 1939522  7176872  6727225 6114306 2175277 5122535  2367096  5784891  2132084  2066432 7082197  7082197
             128      64  703810 2132084  7476717  8036304 6727225 2420455 5545860  2511022  6406138  1911894  3759450 7582312  7476717
             128     128  677178 2202044  8548124  8548124 8036304 2511022 6330599  2571150  7917784  2558895  2608629 8414153  9129573
             256       4  465466 1075025  2665657  2588541 1740810  951219 1629830   996229  1707589  1075025  1036624 2557711  2557711
             256       8  591330 1415041  3499745  3605511 2613746 1361224 2242541  1422540  2613746  1354356  1479379 3454704  3454704
             256      16  632056 1766587  5569035  5569035 4332998 1814348 3879045  2000242  4422226  1911233  1911233 5347168  5569035
             256      32  699139 1755037  6719046  6891544 5971678 2170027 5455847  2441400  5971678  2114473  1967260 6891544  6936061
             256      64  718796 2114473  7791708  7735574 7120034 2413957 6398720  2261434  7314033  2509882  2486631 7791708  7735574
             256     128  723153 2081678  8534922  8467615 8208677 2533571 7120034  2692393  7965107  1855098  3823789 8271916  8534922
             256     256  687940 2228578  8888172  8815202 8888172 2588541 7735574  2613746  8534922  2639446  2588541 8534922  8815202
             512       4  471062  957072  2557119  2613128 1741948  939486 1556366   993834  1716880  1066380  1009722 2327124  2548017
             512       8  589190 1329871  3163620  3556580 2638816 1380303 2532990  1462061  2370799  1462061  1372364 3104171  3533174
             512      16  655558 1700565  4447925  5566231 4375425 1809465 3415178  1954379  4340054  1854787  1700565 4296637  5439343
             512      32  689886 1791352  5227492  6931711 5886650 2160868 5495016  2427068  5822804  1629590  1795846 5127637  6909408
             512      64  741072 2091421  5822804  7871843 6999490 2391924 5019764  2681653  7115451  2304647  1890713 5624545  7758090
             512     128  742096 1968713  6491676  8528336 8018812 2548017 5495016  2811557  8140399  2722449  2405320 5886650  8528336
             512     256  739795 1992458  7435738  9145790 6652558 2609952 5744919  2830083  8528336  1854787  3481620 6104175  8992598
             512     512  678980 2073249  9145790  9304292 8992598 2655129 6909408  2678309  6246213  2665014  2314583 6104175  9145790
            1024       4  467973  917570  2286009  2540189 1711956  915809 1582636   967813  1701108   892775   968904 1548960  2461573
            1024       8  542101  892033  2375790  3020783 2220992 1110727 1855433  1462960  2567523  1416169  1385560 2573677  3483896
            1024      16  643652 1572783  3655895  5507740 4287225 1786736 2867506  2020395  4249053  1803239  1528563 3835457  5417427
            1024      32  687656 1765437  5071963  7020149 6025439 2173780 4415030  2461573  4654248  1825466  1597351 4949226  6918376
            1024      64  700898 1825466  5500686  8000971 7369466 2414523 4634161  2751762  7420395  2178189  1973059 5390231  8000971
            1024     128  723203 1924436  5226256  8199542 7941793 2485792 4304412  2877110  7755368  2048338  2231377 4949226  8137402
            1024     256  721624 2035716  6093831  8750850 8542002 2586074 5950309  2944166  7941793  2578312  2516377 6025439  8680108
            1024     512  714065 1910737  7008693  8840915 8542002 2572135 5601115  2852271  7369466  1818510  3379719 5536137  8199542
            1024    1024  692870 1950656  6441107  6402699 6280976 2275110 5144870  2321847  5472650  2321847  2210703 5417427  6364746
            2048       4  472212  964640  2122121  2373037 1645012  888876 1497076   970635  1557330  1008349   960648 2192537  2370418
            2048       8  573357 1288076  2896324  3271351 2400894 1251847 2245261  1409386  2378952  1372455  1242791 2628655  2522144
            2048      16  537953 1368956  3710866  4643695 3901313 1660915 2976615  2023634  3657149  1317109  1497076 3749743  4472047
            2048      32  668383 1688669  4240255  5336007 4957240 1894641 3764533  2450202  4462754  1673209  1524983 4385291  5319484
            2048      64  694259 1741389  4923146  6149699 5884299 2045804 4493100  2734946  5719737  1912356  1761024 4502520  5852228
            2048     128  707875 1722532  5359311  6207471 6503556 2238241 4785996  2913021  8190205  1992189  1910655 5119743  6498636
            2048     256  709864 1882186  5475461  6629029 6738230 2263006 5095447  2920945  8830061  2223179  2037554 5376082  6280083
            2048     512  702549 1722532  5056455  6498636 5655716 2218586 4031308  2816551  7999524  2333076  2257653 4301837  6075753
            2048    1024  694259 1771556  5403134  5596757 5107566 2104444 4303993  2370418  4128177  1732608  2821176 4500161  5251194
            2048    2048  669947 1739978  3984558  4321315 4276140 1959916 3675930  1948800  3396834  1540020  1566989 3334853  4240255
            4096       4  453739  890434  1844955  2166219 1516476  785121 1297396   973595  1492758   946872   840058 1796530  2127852
            4096       8  565912 1151172  2613780  2842558 2305154 1193476 1954966  1451884  2179963  1282002  1215430 2377242  2828983
            4096      16  637902 1345561  3311586  4027344 3436107 1400288 2748864  1979748  3390670  1577320  1473932 3230631  4012295
            4096      32  682558 1514337  3419692  4546375 4175134 1544562 3436794  2437965  4366128  1560415  1445775 3227596  4612286
            4096      64  695772 1667656  3491981  5081590 4935601 1948757 3330202  2739658  3849566  1757925  1522119 3781775  4969868
            4096     128  708921 1645611  4179197  5258919 5327412 2088787 3803543  2850103  4338563  1830994  1622915 3700320  5299475
            4096     256  719581 1635740  3904688  5340661 5689064 2136851 3923414  2936325  8552280  1893765  1706585 3761077  5157871
            4096     512  714702 1620925  4011358  5657217 5411313 2124432 3590505  2929815  8642630  1969986  1742944 3512686  4851966
            4096    1024  679830 1544007  3744681  5075585 5081590 1995152 3757786  2370354  5389246  2006805  1878853 3458937  4853336
            4096    2048  681773 1507031  3618486  4000150 4000150 1818975 3150647  2054318  4031124  1474944  2344476 2696655  3653887
            4096    4096  665349 1441771  2826656  3281854 3266255 1626757 2716268  1561691  2658267  1618329  1509149 2838800  2948925
            8192       4  469505  874475  1865166  1885328 1416090  774883 1300726   969141  1370562   876237   866405 1826984  1803584
            8192       8  564766 1146057  2347809  2404493 2052086 1086171 1922566  1460512  2054172  1200809  1147359 2334569  2390441
            8192      16  625532 1353128  2916338  2974404 2872454 1375886 2583476  1960298  2823823  1440973  1390136 2943571  3009575
            8192      32  654935 1508673  3351906  3523423 3599459 1585750 3215155  2450450  3566579  1446067  1357888 3354524  3484475
            8192      64  686099 1587582  3467946  3756063 3976911 1721360 3413510  2776812  3872913  1615423  1519548 3501163  3685162
            8192     128  699808 1622134  3605502  3783776 3923327 1775072 3711835  2877505  3963149  1665377  1560401 3543042  3611945
            8192     256  697549 1641665  3691497  3868117 4141820 1735971 3803462  2944832  4071152  1737814  1657664 3632566  3688327
            8192     512  698499 1647648  3948121  4037189 4289173 1838421 3913942  3017239  9102385  1837536  1717745 3759351  3738897
            8192    1024  692893 1600896  3764705  3764705 4059608 1743369 3763056  2435857  5681356  1727939  1671128 3586684  3589681
            8192    2048  679438 1528063  3554036  3610427 3398990 1679377 3398990  2113040  4257814  1777000  1705299 3152036  3360100
            8192    4096  648409 1414865  2916338  2884511 2880642 1499586 2802633  1674222  2978013  1198380  2245616 2299262  2769426
            8192    8192  637710 1378646  2628135  2629745 2628135 1462875 2658845  1500372  2580953  1474932  1476834 2410227  2665858
           16384       4  457514  864952  1829796  1818658 1313776  765925 1330849   992972  1307179   855072   862542 1804806  1807370
           16384       8  554789 1124432  2338207  2335903 1831405 1057990 1873956  1454909  1927085  1148313  1139667 2302406  2318720
           16384      16  615292 1337792  2912730  2918916 2535417 1329099 2531868  2028690  2619301  1389793  1274215 2616409  2642161
           16384      32  624031 1456636  3210019  3213922 2993164 1529757 3027849  2478270  3022921  1360248  1308747 3207622  3204331
           16384      64  672021 1467179  3256722  3343719 3208071 1571600 3317248  2748030  3363522  1464677  1481923 3235409  3301153
           16384     128  675124 1574011  3479325  3449979 3498455 1449416 3486562  2947208  3434805  1423329  1536358 3428293  3325435
           16384     256  561035 1586365  3325435  3319171 3401987 1567835 3327367  3011792  3571734  1493420  1560678 3558602  3568025
           16384     512  692040 1584975  3648149  3676842 3684333 1767621 3676056  3072798  3728714  1658616  1570414 3511325  3444964
           16384    1024  664940 1540284  3545566  3581227 3567099 1700648 3595467  2403467  5672823  1490408  1535637 3468262  3250099
           16384    2048  661445 1489568  2975022  2974121 2948852 1391200 3054904  1930007  2878446  1286813  1437952 2835569  3040172
           16384    4096  633541 1397481  2902396  2885941 2873872 1555802 2815586  1769715  3169015  1707748  1683524 2419375  2597716
           16384    8192  626706 1391285  2343230  2399523 2497182 1411430 2568779  1552568  2598993  1329973  2270156 2420142  2695641
           16384   16384  634969 1355525  2460435  2482119 2371042 1406232 2363865  1326123  2567243  1472713  1451345 2593696  2610644
           32768      64  671436 1553354  3536789  3549027 3387965 1641281 3407284  2736366  3429816  1451848  1370472 3535606  3557110
           32768     128  656212 1463131  3552880  3615976 3515080 1685089 3571809  2897550  3564028  1499348  1552915 3634431  3648130
           32768     256  689591 1604774  3700085  3727885 3661640 1682387 3727885  3022309  3726167  1653703  1584825 3446761  3680959
           32768     512  673295 1528699  3489289  3448577 3379884 1528512 3692927  3042245  3713080  1645053  1597425 3646194  3703475
           32768    1024  669719 1535599  3478515  3498616 3211280 1693874 3473065  2376898  3401633  1487840  1483456 3379884  3447453
           32768    2048  663104 1490745  3221365  3240811 3163821 1636766 3289602  2160758  4291774  1416943  1405036 3048792  2944354
           32768    4096  595675 1374680  2907542  2820949 2697642 1511849 2645610  1653265  3020383  1362781  1391719 2676679  2767776
           32768    8192  633088 1373636  2690091  2692726 2662368 1525001 2523908  1605805  2689881  1650604  1531220 2581604  2638550
           32768   16384  616542 1369393  2446455  2603118 2592610 1459991 2555586  1515701  2551269  1271161  2224586 2421712  2596479
           65536      64  655307 1549980  3575517  3584936 3351727 1594356 3240498  2753272  3212999  1481974  1486446 3519301  3466399
           65536     128  676577 1573826  3519662  3492295 3435338 1672049 3535234  2988296  3594923  1553019  1491083 3478903  3460944
           65536     256  657820 1527567  3637259  3725096 3669843 1773785 3442566  2424399  3450560  1528391  1589874 3589665  3577844
           65536     512  677249 1594042  3792580  3750919 3800550 1812236 3557516  3011739  3484459  1325729  1657710 3728532  3702418
           65536    1024  670718 1480370  3520969  3512107 3298080 1639263 3295905  2380703  3362387  1303030  1418586 3195778  3400741
           65536    2048  659036 1475895  3034916  3197972 3194367 1596764 3027496  1703551  2977259  1092450  1337821 3122413  3218228
           65536    4096  612532 1260065  2612664  2797118 2753851 1462561 2662879  1671835  2592409  1275436  1280176 2835815  2929505
           65536    8192  625701 1324305  2478190  2547859 2535731 1458920 2585144  1440095  2376134  1297280  1359867 2444732  2513449
           65536   16384  599998 1377476  2509136  2509044 2588820 1470369 2584123  1532755  2537510  1482950  1672090 2568741  2657704
          131072      64  523871 1061774  3342228  3290693 3142075 1019722 3269596  2498369  3083979  1007633   984756 3340786  3546999
          131072     128  505223 1115012  3437868  3467138 3588559 1204416 3549289  2788645  3569291  1129268  1152465 3360718  3441742
          131072     256  526040 1033601  3859132  3828494 3813119 1295393 3411204  3032168  3482888  1065218  1154200 3507777  3467882
          131072     512  524961 1127480  3658580  3723754 3820114 1216535 3478744  2966781  3822345  1193808   959417 3366171  3404107
          131072    1024  469796 1028717  3394061  3294361 3397921 1075746 3419117  2344466  3687092   992893  1006154 3659919  3446554
          131072    2048  480247 1089715  3448803  3460177 3477358 1168314 3063716  2076126  3027826   874460   918051 3198843  3275733
