	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 01:09:00 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-1.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  385790 1002351  2203800  2662899 1679761  942521 1484662   952555  1734015  1087638  1087638 2379626  2662899
              64       8  476959 1336792  3363612  3588436 2662899 1363961 2222043  1421755  2561267  1553394  1562436 3363612  3541098
              64      16  533875 1599680  4988978  5735102 3958892 1768283 3541098  1947927  4274062  1879725  2133730 5283570  5389653
              64      32  516414 1780008  6271021  7100397 5283570 1991276 4274062  2203800  5735102  1722886  3363612 7100397  7100397
              64      64  561808 1947927  7100397  8182586 7100397 2379626 4988978  2379626  7100397  2278628  2203800 8182586  7940539
             128       4  434078 1038825  2511022  2558895 1543594  940549 1561553   976473  1710838  1065630  1065630 2464907  2558895
             128       8  531131 1421023  3359523  3560017 2326073 1319723 2326073  1440082  2608629  1521718  1504659 3359523  3536566
             128      16  571257 1705404  5325799  5379161 4267461 1778862 3657016  1939522  4267461  1939522  1967960 5122535  5325799
             128      32  592699 1939522  6727225  7176872 5784891 2140585 3982553  2409592  6114306  2464907  2571150 6406138  6727225
             128      64  609522 1997245  6727225  8036304 7082197 2367096 5847904  2558895  6727225  1663139  3468030 4934216  8036304
