	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Sat Nov  2 03:10:11 2013

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 2097152 kilobytes.
	Command line used: iozone -Ra -g 2G -b iozone_results/iozone-run-3.csv
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  397796 1017549  2203800  2689580 1690338  929467 1526887   983980  1722886  1066042  1083249 2467108  2561267
              64       8  390278 1336792  3406295  3363612 2561267 1336792 2067979  1392258  2561267  1518251  1518251 3363612  3541098
              64      16  557144 1638743  4988978  5283570 4274062 1768283 3406295  1879725  4274062  1828508  2133730 4897948  5389653
              64      32  598110 1780008  6421025  6421025 5283570 2133730 4274062  2203800  5860307  1991276  3203069 6421025  7100397
              64      64  586352 1879725  7940539  8182586 7100397 2203800 4897948  2379626  7100397  2379626  2203800 7100397  7940539
             128       4  445978 1059322  2558895  2621367 1705404  940549 1561553   976473  1705404  1085013  1085013 2511022  2621367
             128       8  554157 1363288  3468030  3560017 2621367 1346196 2367096  1421023  2727923  1487977  1487977 3380677  3468030
             128      16  633995 1684006  5325799  5545860 4267461 1802755 3759450  1939522  4267461  2004703  1997245 5325799  5545860
             128      32  670413 1911894  6727225  7082197 5847904 2132084 4889281  2326073  5847904  2558895  2558895 6727225  6727225
             128      64  692017 2035099  7917784  7917784 7582312 2377579 6114306  2499332  3124872  1196221  3759450 7582312  7917784
             128     128  646205 2098744  8036304  8548124 7582312 2511022 6406138  2511022  2409592  1755594  2409592 6114306  7176872
             256       4  447615 1062263  2639446  2639446 1718521  934659 1622442   952062  1718521  1027695  1066483 2588541  2639446
             256       8  591005 1422540  3557725  3654598 2588541 1354356 2441400  1447470  2588541  1479379  1479379 3605511  3511189
             256      16  656399 1718521  5428265  5428265 4332998 1790149 3823789  1967260  4422226  1814348  1098113 4755158  5455847
             256      32  669913 1855098  6398720  6936061 5810112 2152625 5022044  2392442  5810112  2187712  2205688 6073004  6936061
             256      64  695516 1455317  7073132  7965107 7073132 2350543 5687020  2613746  6891544  2486631  2613746 6891544  8024634
             256     128  725596 2061693  7735574  8534922 8024634 2533571 6213578  2699161  8024634  1855098  3705040 7314033  7314033
             256     256  673696 2065659  8815202  9114515 7965107 2509882 6398720  2607399  7073132  2613746  2371308 7120034  9114515
             512       4  470134  998455  2317080  2625909 1711407  891884 1514652   973118  1695195  1051242   765098 2097550  2560168
             512       8  596058 1410215  3527371  3580298 2665014 1296159 2294796  1441452  2597325  1442420  1410215 2391924  2600470
             512      16  600895 1354190  3122224  5509113 3653390 1747618 2860238  1961520  4262523  1797349  1550747 3510074  5384786
             512      32  711133 1791352  5227492  7022379 5886650 2152206 4375425  2405320  6018636  2169601  1961520 5115422  6931711
             512      64  745186 1882427  5886650  8018812 7211022 2360376 5067142  2655129  7115451  2460437  2225819 5453155  7871843
             512     128  754083 1904125  5566231  8528336 8018812 2483197 4532414  2782414  7309196  2575520  2613128 5624545  8665997
             512     256  700463 1910902  7115451  8808176 8665997 2327124 5331314  2796910  8528336  1695195  3941742 4961773  8701110
             512     512  688118 2055390  8844453  9145790 8844453 2651850 6174377  2244430  5744919  2587935  2350044 5886650  8992598
            1024       4  450309  970437  2290886  2572135 1684429  893517 1352402   887242  1556257   970656   919140 2265510  2592318
            1024       8  485098 1108148  2540189  3483896 2619192 1256277 2008114  1434138  2535690  1410588  1259592 2110750  3040026
            1024      16  626288 1265904  3324778  2260740 4321737 1750329 2716948  2004366  4130547  1762539  1582636 3735385  5444898
            1024      32  680897 1793451  4720752  6830356 5925680 2159571 4300102  2437821  4594502  2094282  1939207 5096034  6776473
            1024      64  601636 1878973  5042191  6441107 7066349 2321847 3751699  2715230  7369466  2128533  1889720 4854136  7826025
            1024     128  707129 1819280  5720477  8137402 7941793 2197132 4972145  2782064  8061038  2231377  2220992 5390231  8122014
            1024     256  709114 1903961  6327241  8680108 8474583 2559871 2579861  2321847  8610501  2077065  2567523 5845038  8457895
            1024     512  731954 1962242  6918376  8457895 7524394 2437821 5652717  2829721  7208671  1927891  3469823 5424269  8061038
            1024    1024  676393 1848247  6327241  6327241 6137371 2254805 4904018  2284793  5226256  2276316  1988589 5390231  6208343
            2048       4  471461  957863  2128958  2386884 1594920  882031 1441311   954351  1580250   979936   953398 2131071  2378293
            2048       8  560013 1231389  2782790  3219850 2389540 1261036 2056087  1445191  2367804  1358134  1258081 2745435  3215029
            2048      16  636206 1466909  3663388  4581773 3696494 1642495 2778290  1800898  3459769  1473451  1513696 3266376  4170264
