2013-11-03 21:28:08.054213	procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
2013-11-03 21:28:08.054344	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
2013-11-03 21:28:08.054580	 2  0      0 25908760 206472 4060492    0    0     0  1428   35    5  3  4 93  0
2013-11-03 21:28:13.054961	 1  0      0 25885968 206472 4062324    0    0     0   389 21786 28512 10  5 85  0
2013-11-03 21:28:18.055389	 2  0      0 25881752 206484 4064500    0    0     0   574 31563 36656  8  6 85  0
2013-11-03 21:28:23.055814	 2  0      0 25879520 206484 4066824    0    0     0   462 24440 30845  9  5 85  0
2013-11-03 21:28:28.056230	 3  0      0 25877412 206488 4068960    0    0     0   415 24630 31034  9  5 85  0
2013-11-03 21:28:33.056652	 3  0      0 25874808 206488 4071864    0    0     0   574 42002 44797  6  8 85  0
2013-11-03 21:28:38.057075	 1  0      0 25871584 206496 4074884    0    0     0   651 40837 43851  6  8 85  0
2013-11-03 21:28:43.057514	 4  0      0 25869104 206500 4077476    0    0     0   507 36991 40882  7  7 86  0
2013-11-03 21:28:48.057931	 4  0      0 25866376 206500 4080040    0    0     0   520 31714 36693  8  6 85  0
2013-11-03 21:28:53.058358	 4  0      0 25863524 206508 4083128    0    0     0   596 41851 44666  5  8 86  0
2013-11-03 21:28:58.058781	 1  0      0 25860548 206516 4086176    0    0     0   706 43873 46406  6  8 85  0
2013-11-03 21:29:03.059211	 2  0      0 25858068 206516 4088600    0    0     0   457 28469 34067  9  5 86  0
2013-11-03 21:29:08.059629	 3  0      0 25855836 206520 4090768    0    0     0   436 21566 28609 10  5 85  0
