2013-11-03 20:18:41.143906	procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
2013-11-03 20:18:41.144178	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
2013-11-03 20:18:41.144300	 3  0      0 29109596 211856 1078640    0    0     0  1089   32   34  2  5 92  1
2013-11-03 20:18:46.144737	 5  0      0 29084696 211864 1081952    0    0     0   450 47759 51075  8 14 75  0
2013-11-03 20:18:51.144921	 6  0      0 29080728 211876 1085780    0    0     0   786 50180 53611  8 14 76  0
2013-11-03 20:18:56.145267	 5  0      0 29076884 211880 1089448    0    0     0   751 47962 51033  8 14 75  0
2013-11-03 20:19:01.145588	 5  0      0 29072048 211892 1093244    0    0     0   774 49425 53025  8 13 76  0
2013-11-03 20:19:06.145895	 3  0      0 29068356 211904 1097084    0    0     0   780 49722 53293  8 14 76  0
2013-11-03 20:19:11.146287	 5  0      0 29064140 211912 1100924    0    0     0   781 50043 53687  8 13 76  0
2013-11-03 20:19:16.146588	 4  0      0 29060388 211916 1104812    0    0     0   818 50617 54346  8 14 76  0
2013-11-03 20:19:21.146925	 5  0      0 29056272 211924 1108668    0    0     0   797 49882 53466  7 14 76  0
2013-11-03 20:19:26.147266	 5  0      0 29051436 211940 1112488    0    0     0   794 50111 53722  9 14 74  0
2013-11-03 20:19:31.147595	 4  0      0 29047748 211948 1116216    0    0     0   773 48137 51239  8 14 76  0
2013-11-03 20:19:36.147913	 5  0      0 29044268 211956 1119936    0    0     0   746 48336 51419  8 14 76  0
2013-11-03 20:19:41.148209	 4  0      0 29039960 211964 1123900    0    0     0   812 50400 54048  8 14 76  0
