2013-11-03 20:11:31.504749	procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
2013-11-03 20:11:31.504936	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
2013-11-03 20:11:31.505039	 3  0      0 29247676 212164 945712    0    0     0  1445   35    8  2  4 93  0
2013-11-03 20:11:36.505268	 1  0      0 29248784 212164 947144    0    0     0   158 22898 22982  0  0 100  0
2013-11-03 20:11:41.505526	 1  0      0 29247676 212164 948336    0    0     0   194 24079 24098  0  0 99  0
2013-11-03 20:11:46.505827	 1  0      0 29246312 212164 949064    0    0     0   225 22684 22729  0  0 100  0
2013-11-03 20:11:51.506103	 1  0      0 29245692 212164 949936    0    0     0   193 23371 23390  0  0 100  0
2013-11-03 20:11:56.506409	 1  0      0 29244816 212168 950752    0    0     0   267 23269 23278  0  0 99  0
2013-11-03 20:12:01.506678	 1  0      0 29243652 212172 951808    0    0     0   173 22820 22840  0  0 99  0
2013-11-03 20:12:06.506981	 1  0      0 29241288 212188 952924    0    0     0   228 23512 23783  0  0 99  0
2013-11-03 20:12:11.507245	 1  0      0 29240428 212188 953772    0    0     0   198 23116 23134  0  0 100  0
2013-11-03 20:12:16.507524	 1  0      0 29240056 212192 954824    0    0     0   191 22578 22592  0  0 100  0
2013-11-03 20:12:21.507813	 1  0      0 29238940 212200 955672    0    0     0   194 22738 22762  0  0 100  0
2013-11-03 20:12:26.508111	 1  0      0 29237372 212200 956600    0    0     0   222 23537 23568  0  0 100  0
2013-11-03 20:12:31.508358	 1  0      0 29236760 212200 957244    0    0     0   209 23487 23500  0  0 100  0
